idPNMain,PNGId,PNstat,id,alpha,delta,diamArcSeconds,diameter,axisRatio,posAngle,Catalogue,Common name,Caldwell-Messier
33943,PN G083.2-00.3,c,LAMOST_2066714971236484480,311.99995,42.96846,60,1,,,ziggy,,
33944,PN G173.5-01.8,c,LAMOST_181169421425618176,80.48798,33.31419,60,1,,,ziggy,,
33945,PN G085.0-00.8,c,LAMOST_2162900179709565184,314.14678,44.13437,60,1,,,ziggy,,
33946,PN G083.1-00.4,c,LAMOST_2066713150170486784,312.02914,42.90218,60,1,,,ziggy,,
33947,PN G190.0+00.5a,c,LAMOST_3375203455473215616,92.48696,20.54622,60,1,,,ziggy,,
33948,PN G084.3-00.3,c,LAMOST_2066851443816645376,312.97893,43.8771,60,1,,,ziggy,,
33949,PN G084.5-01.6,c,LAMOST_2162050600820887680,314.53062,43.234,60,1,,,ziggy,,
33950,PN G084.3-00.6,c,LAMOST_2066795579179263360,313.28191,43.64054,60,1,,,ziggy,,
33951,PN G188.8+03.2,c,LAMOST_3377110558392947712,94.42961,22.87161,60,1,,,ziggy,,
33952,PN G085.7-00.3,c,LAMOST_2163029333671145600,314.28032,44.95781,60,1,,,ziggy,,
33953,PN G085.0-01.5,c,LAMOST_2162156153946570496,314.89327,43.63453,60,1,,,ziggy,,
33954,PN G085.7-00.3a,c,LAMOST_2163029028743929728,314.19536,44.91803,60,1,,,ziggy,,
33955,PN G086.2-01.3,c,LAMOST_2162587574829363584,315.8195,44.67699,60,1,,,ziggy,,
33956,PN G160.3-12.5,c,LAMOST_219483484643689472,60.14981,36.21142,60,1,,,ziggy,,
33957,PN G084.8-01.4,c,LAMOST_2162072453614285440,314.57735,43.5351,60,1,,,ziggy,,
33958,PN G080.1+02.4,c,LAMOST_2068861832105597824,306.44961,42.21787,60,1,,,ziggy,,
33959,PN G085.3-00.6a,c,LAMOST_2163002468665612800,314.1918,44.49719,60,1,,,ziggy,,
33960,PN G189.9+00.3a,c,LAMOST_3375183492465264256,92.28614,20.52167,60,1,,,ziggy,,
33961,PN G073.5+02.2,c,LAMOST_2059233103873234432,301.89942,36.64421,60,1,,,ziggy,,
33962,PN G190.1+00.3,c,LAMOST_3374989703540705152,92.39326,20.34113,60,1,,,ziggy,,
33963,PN G085.6-00.1,c,LAMOST_2163079395807785344,313.90409,44.97898,60,1,,,ziggy,,
33964,PN G190.0+00.6,c,LAMOST_3375016332337937408,92.58807,20.53762,60,1,,,ziggy,,
33965,PN G160.1-12.6,c,LAMOST_219497881373807488,59.96956,36.28557,60,1,,,ziggy,,
33966,PN G189.8+00.5,c,LAMOST_3375209571506629376,92.44325,20.67093,60,1,,,ziggy,,
33967,PN G160.1-12.6a,c,LAMOST_219403941849013504,59.92126,36.25754,60,1,,,ziggy,,
33968,PN G173.3-01.5,c,LAMOST_181181344254675712,80.64335,33.63651,60,1,,,ziggy,,
33969,PN G085.2-00.6,c,LAMOST_2162999238831818752,314.14438,44.37069,60,1,,,ziggy,,
33970,PN G194.2-02.0,c,LAMOST_3345923731407163008,92.20749,15.6104,60,1,,,ziggy,,
33971,PN G160.1-12.5,c,LAMOST_219498396769876864,60.00793,36.3173,60,1,,,ziggy,,
33972,PN G083.0-00.2,c,LAMOST_2066694149234645376,311.71397,42.92505,60,1,,,ziggy,,
33973,PN G078.6+00.8a,c,LAMOST_2067367462663286528,306.98602,40.06957,60,1,,,ziggy,,
33974,PN G083.0-00.2a,c,LAMOST_2066694351094311424,311.75763,42.93856,60,1,,,ziggy,,
33975,PN G189.8+00.4,c,LAMOST_3375219295312631168,92.27388,20.60128,60,1,,,ziggy,,
33976,PN G137.8+01.1,c,LAMOST_464628879191020032,44.16088,60.35578,60,1,,,ziggy,,
33977,PN G173.7-01.7,c,LAMOST_180977968964575616,80.72709,33.19877,60,1,,,ziggy,,
33978,PN G084.4-00.4,c,LAMOST_2162924403325080704,313.15538,43.85181,60,1,,,ziggy,,
33979,PN G190.0+00.6a,c,LAMOST_3375016740358802944,92.61964,20.5501,60,1,,,ziggy,,
33980,PN G084.6+00.1,c,LAMOST_2163140354285233408,312.73795,44.39539,60,1,,,ziggy,,
33981,PN G160.3-12.3,c,LAMOST_219492280736634496,60.32785,36.40052,60,1,,,ziggy,,
33982,PN G159.7-12.7,c,LAMOST_220163395146728064,59.44086,36.4499,60,1,,,ziggy,,
33983,PN G085.3-00.4a,c,LAMOST_2163016865396026880,313.98235,44.56214,60,1,,,ziggy,,
33984,PN G173.8-01.6,c,LAMOST_180979721310297728,80.85271,33.18863,60,1,,,ziggy,,
33985,PN G190.1+00.5,c,LAMOST_3375014064595351424,92.51877,20.44494,60,1,,,ziggy,,
33986,PN G194.1-01.8,c,LAMOST_3345953010202104960,92.34066,15.78071,60,1,,,ziggy,,
33987,PN G161.0-12.2,c,LAMOST_219253102598191616,61.00791,35.98852,60,1,,,ziggy,,
33988,PN G161.2-12.3,c,LAMOST_219235201174543360,61.10092,35.77004,60,1,,,ziggy,,
33989,PN G190.1+00.3a,c,LAMOST_3375176105119724416,92.32527,20.34706,60,1,,,ziggy,,
33990,PN G189.8+00.6,c,LAMOST_3375222387689030144,92.41698,20.76158,60,1,,,ziggy,,
33991,PN G189.1+02.7,c,LAMOST_3377017580941131904,94.13235,22.38016,60,1,,,ziggy,,
33992,PN G085.1-01.6,c,LAMOST_2162153886203714944,315.09269,43.62075,60,1,,,ziggy,,
33993,PN G189.9+00.7,c,LAMOST_3375212011048030208,92.58438,20.67708,60,1,,,ziggy,,
33994,PN G084.7-01.3,c,LAMOST_2162069773554982400,314.40902,43.46752,60,1,,,ziggy,,
33995,PN G078.5+00.7,c,LAMOST_2067364026689406592,306.98151,39.92713,60,1,,,ziggy,,
33996,PN G172.1-02.1,c,LAMOST_182060468222641792,79.24012,34.2933,60,1,,,ziggy,,
33997,PN G084.2-00.3,c,LAMOST_2066849936285582848,312.83889,43.77912,60,1,,,ziggy,,
33998,PN G205.1+14.2a,c,LAMOST_3163547913802910336,112.31706,13.26271,60,1,,,ziggy,,
33999,PN G086.1+00.2,c,LAMOST_2163314592515510272,313.93675,45.58238,60,1,,,ziggy,,
34000,PN G194.1-01.9,c,LAMOST_3345950776819160960,92.23468,15.68435,60,1,,,ziggy,,
34001,PN G173.5-01.8a,c,LAMOST_181168008381155072,80.53863,33.34268,60,1,,,ziggy,,
34002,PN G083.0-01.1,c,LAMOST_2065876589317718784,312.66407,42.36352,60,1,,,ziggy,,
34003,PN G194.0-01.8,c,LAMOST_3345954522030587136,92.28858,15.84743,60,1,,,ziggy,,
34004,PN G086.2-00.0,c,LAMOST_2163117092757268352,314.43759,45.51375,60,1,,,ziggy,,
34005,PN G190.1+00.7,c,LAMOST_3375016504136723072,92.65918,20.53091,60,1,,,ziggy,,
34006,PN G173.7-01.6,c,LAMOST_180984046339778688,80.77657,33.26637,60,1,,,ziggy,,
34007,PN G189.9+00.6,c,LAMOST_3375209296628711424,92.49886,20.69119,60,1,,,ziggy,,
34008,PN G194.0-01.9,c,LAMOST_3345953830538381440,92.22969,15.80066,60,1,,,ziggy,,
34009,PN G190.1+00.3b,c,LAMOST_3375176203903267328,92.32494,20.35749,60,1,,,ziggy,,
34010,PN G189.7+00.5,c,LAMOST_3375222937444858624,92.3344,20.75145,60,1,,,ziggy,,
34011,PN G190.0+00.7,c,LAMOST_3375210774097454976,92.60489,20.62233,60,1,,,ziggy,,
34012,PN G123.1-05.9,c,LAMOST_423829846671789952,13.21114,56.88732,60,1,,,ziggy,,
34013,PN G173.9-01.6,c,LAMOST_180968210797910912,80.974,33.18767,60,1,,,ziggy,,
34014,PN G189.8+00.4a,c,LAMOST_3375195823314661376,92.26612,20.59179,60,1,,,ziggy,,
34015,PN G189.9+00.7a,c,LAMOST_3375210945896137600,92.63166,20.6545,60,1,,,ziggy,,
34016,PN G189.4+04.2,c,LAMOST_3377245003751103488,95.69646,22.8152,60,1,,,ziggy,,
34017,PN G159.9-12.6,c,LAMOST_220160337129778816,59.75403,36.43405,60,1,,,ziggy,,
34018,PN G123.1-06.0,c,LAMOST_423828751462867328,13.32493,56.83532,60,1,,,ziggy,,
34019,PN G173.7-01.6a,c,LAMOST_180984149419000064,80.79371,33.27552,60,1,,,ziggy,,
34020,PN G190.2+00.5,c,LAMOST_3375009700909324672,92.57852,20.3678,60,1,,,ziggy,,
34021,PN G173.5-01.6a,c,LAMOST_181174811606778752,80.69338,33.44353,60,1,,,ziggy,,
34022,PN G189.8+00.4b,c,LAMOST_3375219604548412160,92.25853,20.63239,60,1,,,ziggy,,
34023,PN G173.4-01.8,c,LAMOST_181172062828199552,80.47344,33.39558,60,1,,,ziggy,,
34024,PN G190.1+00.6,c,LAMOST_3375014820509567744,92.64144,20.45129,60,1,,,ziggy,,
34025,PN G173.4-01.6,c,LAMOST_181179587611589760,80.59898,33.57325,60,1,,,ziggy,,
34026,PN G194.2-02.0a,c,LAMOST_3345947134686901760,92.24708,15.63404,60,1,,,ziggy,,
34027,PN G206.6+01.4,c,LAMOST_3132684484972369792,101.24623,6.25952,60,1,,,ziggy,,
34028,PN G188.9+03.8,c,LAMOST_3377435120481901952,95.02721,23.08608,60,1,,,ziggy,,
34030,PN G205.8-02.2,c,LAMOST_3131405615511426944,97.64875,5.22907,60,1,,,ziggy,,
34031,PN G171.9-02.2,c,LAMOST_182076411142822528,79.02851,34.4306,60,1,,,ziggy,,
34032,PN G173.4-01.6a,c,LAMOST_181178453739937920,80.61223,33.51977,60,1,,,ziggy,,
34033,PN G160.6-12.2,c,LAMOST_219450705453424896,60.66728,36.22372,60,1,,,ziggy,,
34034,PN G160.2-12.6,c,LAMOST_219484618515082368,60.02974,36.17012,60,1,,,ziggy,,
34035,PN G159.8-12.7,c,LAMOST_220161058684303744,59.59382,36.42467,60,1,,,ziggy,,
34036,PN G160.3-12.4,c,LAMOST_219483175406023552,60.24759,36.23893,60,1,,,ziggy,,
34037,PN G083.1-00.2,c,LAMOST_2066718407210599936,311.7941,43.03786,60,1,,,ziggy,,
34038,PN G189.8+00.6a,c,LAMOST_3375210288764617216,92.4526,20.71142,60,1,,,ziggy,,
34039,PN G188.8+03.2a,c,LAMOST_3377104575501122688,94.37415,22.8382,60,1,,,ziggy,,
34040,PN G188.8+03.2b,c,LAMOST_3377110794615453696,94.38921,22.88086,60,1,,,ziggy,,
34041,PN G173.3-01.7,c,LAMOST_181191854038227712,80.4761,33.58532,60,1,,,ziggy,,
34042,PN G190.0+00.5b,c,LAMOST_3375202317311760128,92.52604,20.48583,60,1,,,ziggy,,
34043,PN G189.9+00.5,c,LAMOST_3375208643793697280,92.46622,20.63243,60,1,,,ziggy,,
34044,PN G159.9-12.6a,c,LAMOST_219503310212462464,59.81725,36.41494,60,1,,,ziggy,,
34045,PN G194.1-02.0,c,LAMOST_3345927790154216832,92.11734,15.66805,60,1,,,ziggy,,
34046,PN G194.2-02.0b,c,LAMOST_3345923353449983872,92.18292,15.58438,60,1,,,ziggy,,
34047,PN G071.7+02.9,c,LAMOST_2059485407430073344,299.9172,35.48232,60,1,,,ziggy,,
34048,PN G073.5+01.9,c,LAMOST_2059213273979051136,302.2351,36.44581,60,1,,,ziggy,,
34049,PN G072.5+01.5,c,LAMOST_2059025051342384000,301.9886,35.37924,60,1,,,ziggy,,
34050,PN G078.5+00.8,c,LAMOST_2067366912904422272,306.936,40.01983,60,1,,,ziggy,,
34051,PN G078.9+01.3,c,LAMOST_2067588120903899136,306.6458,40.59709,60,1,,,ziggy,,
34052,PN G075.4-09.1,c,LAMOST_1864830338425242624,314.3112,31.39401,60,1,,,ziggy,,
34053,PN G189.3+04.2,c,LAMOST_3377249234296775680,95.61736,22.87337,60,1,,,ziggy,,
34054,PN G189.9+00.5a,c,LAMOST_3375209326691883520,92.41839,20.63939,60,1,,,ziggy,,
34055,PN G189.9+00.5b,c,LAMOST_3375207711784151808,92.38157,20.60929,60,1,,,ziggy,,
34056,PN G085.7-02.3,c,LAMOST_2162296444756255872,316.3554,43.60173,60,1,,,ziggy,,
34057,PN G085.6-00.7,c,LAMOST_2163007244669636864,314.5521,44.62963,60,1,,,ziggy,,
34058,PN G085.3-01.1,c,LAMOST_2162230405342928128,314.7632,44.0918,60,1,,,ziggy,,
34059,PN G085.6-00.3,c,LAMOST_2163026176885565568,314.1843,44.80388,60,1,,,ziggy,,
34060,PN G206.4-02.3,c,LAMOST_3131302020900694528,97.7716,4.69928,60,1,,,ziggy,,
34061,PN G171.9-02.1,c,LAMOST_182077308792007424,79.08309,34.46085,60,1,,,ziggy,,
34062,PN G190.0+00.5c,c,LAMOST_3375203622975218432,92.43156,20.54133,60,1,,,ziggy,,
34063,PN G189.9+00.6a,c,LAMOST_3375208433339815680,92.47594,20.62418,60,1,,,ziggy,,
34064,PN G188.9+03.1,c,LAMOST_3377056815464592256,94.34275,22.75643,60,1,,,ziggy,,
34065,PN G160.2-12.5,c,LAMOST_219485202630608512,60.09383,36.23491,60,1,,,ziggy,,
34066,PN G189.8+00.4c,c,LAMOST_3375219535830794240,92.27917,20.62024,60,1,,,ziggy,,
34067,PN G189.8+00.5a,c,LAMOST_3375221459976112256,92.38577,20.6838,60,1,,,ziggy,,
34068,PN G189.4+04.2a,c,LAMOST_3377245725305610240,95.6663,22.81622,60,1,,,ziggy,,
34069,PN G173.3-01.6,c,LAMOST_181193194068189312,80.57545,33.62552,60,1,,,ziggy,,
34070,PN G159.7-12.6,c,LAMOST_2.20176E+17,59.49401,36.51817,60,1,,,ziggy,,
34071,PN G190.1+00.4,c,LAMOST_3375178132346075136,92.43097,20.41126,60,1,,,ziggy,,
34072,PN G190.0+00.3a,c,LAMOST_3375181877557571584,92.29592,20.44268,60,1,,,ziggy,,
34073,PN G190.2+00.6,c,LAMOST_3375010280727903232,92.63524,20.42166,60,1,,,ziggy,,
34074,PN G190.0+00.4,c,LAMOST_3375179472375874048,92.3549,20.46756,60,1,,,ziggy,,
34075,PN G078.3+00.7,c,LAMOST_2067269468690226048,306.8912,39.81598,60,1,,,ziggy,,
34076,PN G189.9+00.6b,c,LAMOST_3375205895014615680,92.54718,20.62495,60,1,,,ziggy,,
34077,PN G190.0+00.6b,c,LAMOST_3375016740358808960,92.6178,20.55599,60,1,,,ziggy,,
34078,PN G190.1+00.5a,c,LAMOST_3375014442552469888,92.52835,20.44693,60,1,,,ziggy,,
34079,PN G189.7+00.5a,c,LAMOST_3375225956805361408,92.30485,20.77466,60,1,,,ziggy,,
34080,PN G190.1+00.6a,c,LAMOST_3375016401057515136,92.64542,20.51956,60,1,,,ziggy,,
34081,PN G085.1-01.5,c,LAMOST_2162157906293213184,314.9842,43.69758,60,1,,,ziggy,,
34082,PN G194.2-01.9,c,LAMOST_3345947478284274176,92.28564,15.65308,60,1,,,ziggy,,
34084,PN G190.0+00.6c,c,LAMOST_3375204073948489728,92.57344,20.55764,60,1,,,ziggy,,
34085,PN G079.7+01.5,c,LAMOST_2068017892509757824,307.1008,41.4215,60,1,,,ziggy,,
34086,PN G189.7+00.4,c,LAMOST_3375221288177433728,92.27672,20.71445,60,1,,,ziggy,,
34087,PN G190.0+00.5d,c,LAMOST_3375203318034271232,92.46845,20.5248,60,1,,,ziggy,,
34088,PN G189.2+02.6a,c,LAMOST_3377002149119792512,94.11369,22.2072,60,1,,,ziggy,,
34089,PN G190.1+00.4a,c,LAMOST_3374989634821415040,92.43692,20.34259,60,1,,,ziggy,,
34090,PN G189.8+00.6b,c,LAMOST_3375209945167210240,92.45232,20.67991,60,1,,,ziggy,,
34091,PN G190.2+00.3,c,LAMOST_3374987848115056256,92.36898,20.28283,60,1,,,ziggy,,
34092,PN G194.2-02.0c,c,LAMOST_3345923632625880704,92.16754,15.59661,60,1,,,ziggy,,
34093,PN G071.7+02.8,c,LAMOST_2059437677426427776,300.088,35.45671,60,1,,,ziggy,,
34094,PN G078.3+01.4,c,LAMOST_2067477551266905088,306.2044,40.18691,60,1,,,ziggy,,
34095,PN G078.8+01.3,c,LAMOST_2067587983464944896,306.6159,40.56144,60,1,,,ziggy,,
34096,PN G190.2+00.6a,c,LAMOST_3375009013713805952,92.64431,20.3469,60,1,,,ziggy,,
34097,PN G083.6-01.3,c,LAMOST_2065969055673972736,313.4868,42.68231,60,1,,,ziggy,,
34098,PN G085.7-02.4,c,LAMOST_2162292321587636864,316.4202,43.5378,60,1,,,ziggy,,
34099,PN G086.2-01.4,c,LAMOST_2162585818165394944,315.8174,44.5664,60,1,,,ziggy,,
34100,PN G190.0+00.5e,c,LAMOST_3375202940077160960,92.42563,20.50705,60,1,,,ziggy,,
34101,PN G206.0-02.1,c,LAMOST_31314013549040384,97.7705,5.1719,60,1,,,ziggy,,
34102,PN G206.5-01.6,c,LAMOST_3131692347530614528,98.44485,4.8825,60,1,,,ziggy,,
34103,PN G189.8+00.5b,c,LAMOST_3375221837933231104,92.37891,20.71031,60,1,,,ziggy,,
34104,PN G190.0+00.7a,c,LAMOST_3375210701081403264,92.6182,20.61952,60,1,,,ziggy,,
34105,PN G160.8-12.3,c,LAMOST_219233586266814592,60.81074,36.01059,60,1,,,ziggy,,
34106,PN G160.5-12.4,c,LAMOST_219436617960536960,60.45609,36.13071,60,1,,,ziggy,,
34107,PN G159.7-12.7a,c,LAMOST_220163876182846208,59.51108,36.48251,60,1,,,ziggy,,
34108,PN G159.9-12.6b,c,LAMOST_220160474568740480,59.70754,36.4173,60,1,,,ziggy,,
34109,PN G173.4-01.8a,c,LAMOST_181184329254825984,80.436,33.46062,60,1,,,ziggy,,
34110,PN G190.0+00.3b,c,LAMOST_3375178544662952576,92.33243,20.39395,60,1,,,ziggy,,
34111,PN G194.0-02.1,c,LAMOST_3345974996136988416,92.0712,15.68991,60,1,,,ziggy,,
34112,PN G071.6+02.8,c,LAMOST_2059434383216170112,300.0464,35.32718,60,1,,,ziggy,,
34113,PN G078.3+00.9,c,LAMOST_2067271908231809152,306.6809,39.84852,60,1,,,ziggy,,
34114,PN G073.2-07.6,c,LAMOST_1859329829651709056,311.4592,30.67623,60,1,,,ziggy,,
34115,PN G084.1-00.3,c,LAMOST_2066844232569023104,312.8073,43.76865,60,1,,,ziggy,,
34116,PN G084.7-01.5,c,LAMOST_2162064516514999296,314.5612,43.37275,60,1,,,ziggy,,
34117,PN G083.0-00.1,c,LAMOST_2066882337519452288,311.7284,42.98206,60,1,,,ziggy,,
34118,PN G085.4-00.2,c,LAMOST_2163069848115438720,313.8225,44.77327,60,1,,,ziggy,,
34119,PN G190.0+00.6d,c,LAMOST_3375205620136706816,92.57825,20.61221,60,1,,,ziggy,,
34120,PN G189.9+00.4,c,LAMOST_3375195754595169536,92.27426,20.57303,60,1,,,ziggy,,
34121,PN G190.2+00.4,c,LAMOST_3374988466590310272,92.48984,20.2972,60,1,,,ziggy,,
34122,PN G190.0+00.6e,c,LAMOST_3375205104740643840,92.53066,20.58338,60,1,,,ziggy,,
34123,PN G190.0+00.5f,c,LAMOST_3375202184162912,92.49455,20.47381,60,1,,,ziggy,,
34124,PN G160.2-12.6a,c,LAMOST_219486439580930560,60.00173,36.27357,60,1,,,ziggy,,
34125,PN G171.9-02.2a,c,LAMOST_182076793395934464,79.01867,34.46771,60,1,,,ziggy,,
34126,PN G189.9+00.6c,c,LAMOST_3375209154893221760,92.49125,20.67197,60,1,,,ziggy,,
34127,PN G189.9+00.5d,c,LAMOST_3375208364619187072,92.47295,20.61356,60,1,,,ziggy,,
34129,PN G172.0-02.1,c,LAMOST_182071330197536640,79.14914,34.34472,60,1,,,ziggy,,
34130,PN G189.9+00.6d,c,LAMOST_3375205723215918464,92.56982,20.6381,60,1,,,ziggy,,
34131,PN G075.2-09.2,c,LAMOST_1864804847802488192,314.3165,31.24778,60,1,,,ziggy,,
34132,PN G190.0+00.3c,c,LAMOST_3375181877557572736,92.29098,20.43951,60,1,,,ziggy,,
34133,PN G084.3+00.0a,c,LAMOST_2067060492762763648,312.5504,44.17238,60,1,,,ziggy,,
34134,PN G084.9-01.4,c,LAMOST_2162076061386824576,314.6183,43.61205,60,1,,,ziggy,,
34135,PN G085.7-00.4,c,LAMOST_2163048441997091712,314.3943,44.88108,60,1,,,ziggy,,
34136,PN G085.4-00.0,c,LAMOST_2163086959265512704,313.626,44.9305,60,1,,,ziggy,,
34137,PN G084.7+00.1,c,LAMOST_2163142725107126400,312.7981,44.50212,60,1,,,ziggy,,
34138,PN G172.1-02.1a,c,LAMOST_182060743100613888,79.22617,34.31225,60,1,,,ziggy,,
34139,PN G189.9+00.5e,c,LAMOST_3375203799070599680,92.45823,20.57074,60,1,,,ziggy,,
34140,PN G160.0-12.5,c,LAMOST_219502657377432576,59.89163,36.38504,60,1,,,ziggy,,
34141,PN G160.3-12.5a,c,LAMOST_219484240557910656,60.19122,36.27292,60,1,,,ziggy,,
34142,PN G083.0-00.2b,c,LAMOST_2066693633838588160,311.8254,42.93105,60,1,,,ziggy,,
34143,PN G172.0-02.0,c,LAMOST_182096996922082688,79.25188,34.43665,60,1,,,ziggy,,
34144,PN G192.6-00.0,c,LAMOST_3373362460692438656,93.28039,17.97805,60,1,,,ziggy,,
34145,PN G188.8+03.1,c,LAMOST_3377104820316363648,94.3374,22.85957,60,1,,,ziggy,,
34146,PN G159.9-12.6c,c,LAMOST_220159748716228992,59.70313,36.36562,60,1,,,ziggy,,
34147,PN G189.1+03.2a,c,LAMOST_3377038093704790400,94.55537,22.54043,60,1,,,ziggy,,
34148,PN G194.1-01.9a,c,LAMOST_3345950811178891648,92.25683,15.69592,60,1,,,ziggy,,
34149,PN G194.0-02.0,c,LAMOST_3345999773805787776,92.05172,15.77426,60,1,,,ziggy,,
34150,PN G071.9+02.6,c,LAMOST_2059428920018112000,300.42,35.45473,60,1,,,ziggy,,
34151,PN G073.3+01.6,c,LAMOST_2059157473762001536,302.3601,36.1454,60,1,,,ziggy,,
34152,PN G075.0-09.1,c,LAMOST_1864795536313424512,314.0704,31.08163,60,1,,,ziggy,,
34153,PN G189.8+00.7,c,LAMOST_3375215859338710528,92.57979,20.76326,60,1,,,ziggy,,
34154,PN G085.0-00.7,c,LAMOST_2162899526874547840,314.1116,44.14301,60,1,,,ziggy,,
34155,PN G084.8-01.5,c,LAMOST_2162070907425996032,314.6542,43.42937,60,1,,,ziggy,,
34156,PN G086.3+00.1,c,LAMOST_2163134341345752576,314.2127,45.68798,60,1,,,ziggy,,
34157,PN G086.3-01.2,c,LAMOST_2162600700249648000,315.7474,44.763,60,1,,,ziggy,,
34158,PN G085.8-00.1,c,LAMOST_2163104688891890944,314.1357,45.12644,60,1,,,ziggy,,
34159,PN G189.8+00.5c,c,LAMOST_3375209640226114432,92.40714,20.65915,60,1,,,ziggy,,
34160,PN G189.8+00.4d,c,LAMOST_3375220497903463424,92.27902,20.66373,60,1,,,ziggy,,
34161,PN G189.9+00.8,c,LAMOST_3375214106992041216,92.66487,20.75392,60,1,,,ziggy,,
34162,PN G160.4-12.5,c,LAMOST_219483003607333888,60.26743,36.22206,60,1,,,ziggy,,
34163,PN G160.1-12.5a,c,LAMOST_219486680099091968,60.02501,36.31611,60,1,,,ziggy,,
34164,PN G083.8+03.2,c,LAMOST_2071171498026677760,308.5275,45.69883,60,1,,,ziggy,,
34165,PN G194.2-01.7,c,LAMOST_3345954930049913600,92.44366,15.75021,60,1,,,ziggy,,
34166,PN G085.0-01.4,c,LAMOST_2162168042416105472,314.8174,43.67365,60,1,,,ziggy,,
34167,PN G084.4-01.8,c,LAMOST_2161856811901425664,314.6489,43.00927,60,1,,,ziggy,,
34168,PN G086.2+00.0,c,LAMOST_2163133035675934592,314.2493,45.61643,60,1,,,ziggy,,
34169,PN G189.0+03.2,c,LAMOST_3377039846051420160,94.54795,22.6463,60,1,,,ziggy,,
34170,PN G160.5-12.2,c,LAMOST_219463624714828160,60.60867,36.29498,60,1,,,ziggy,,
34171,PN G190.2+00.3a,c,LAMOST_3374986886042372224,92.42039,20.26328,60,1,,,ziggy,,
34172,PN G159.8-12.5,c,LAMOST_220258571621007872,59.68086,36.53299,60,1,,,ziggy,,
34173,PN G072.4+01.6,c,LAMOST_2059005264443137408,301.8152,35.37628,60,1,,,ziggy,,
34174,PN G084.7-01.4,c,LAMOST_2162065856544807424,314.4929,43.4385,60,1,,,ziggy,,
34175,PN G086.4-00.0,c,LAMOST_2163493606772622848,314.5263,45.6781,60,1,,,ziggy,,
34176,PN G123.3-06.1,c,LAMOST_423812911623539712,13.62676,56.76306,60,1,,,ziggy,,
34177,PN G064.1+01.7,c,LAMOST_2028298344257132544,296.5895,28.37371,60,1,,,ziggy,,
34178,PN G161.2-12.4,c,LAMOST_219211149357712640,61.04138,35.69899,60,1,,,ziggy,,
34179,PN G084.4-00.3a,c,LAMOST_2162925674635409664,313.1045,43.92367,60,1,,,ziggy,,
34180,PN G206.5-01.6a,c,LAMOST_3131691488537160064,98.4462,4.85496,60,1,,,ziggy,,
34181,PN G206.7-01.6,c,LAMOST_3130939044624389248,98.52087,4.77201,60,1,,,ziggy,,
34182,PN G084.0-00.4,c,LAMOST_2066839250406878080,312.8389,43.6153,60,1,,,ziggy,,
34183,PN G084.9-00.3,c,LAMOST_2162960859007723520,313.4642,44.31796,60,1,,,ziggy,,
34184,PN G083.4-01.3,c,LAMOST_2065964210950488192,313.2198,42.51622,60,1,,,ziggy,,
34185,PN G083.1-01.1,c,LAMOST_2065882847087627392,312.7733,42.42768,60,1,,,ziggy,,
34186,PN G084.8-01.7,c,LAMOST_2162055823500780928,314.8741,43.35279,60,1,,,ziggy,,
34187,PN G084.7+00.2,c,LAMOST_2163155438210342400,312.694,44.57606,60,1,,,ziggy,,
34188,PN G205.9-02.2,c,LAMOST_3131404790877953664,97.64098,5.17718,60,1,,,ziggy,,
34189,PN G083.9-00.5,c,LAMOST_2066836123670620416,312.8741,43.46654,60,1,,,ziggy,,
34190,PN G085.1-01.4,c,LAMOST_2162168282934260096,314.8709,43.69595,60,1,,,ziggy,,
34191,PN G205.9-02.0,c,LAMOST_3131404412920649088,97.84269,5.27083,60,1,,,ziggy,,
34192,PN G206.3-02.3,c,LAMOST_3131302433217542272,97.77216,4.7325,60,1,,,ziggy,,
34193,PN G071.5+02.8,c,LAMOST_2059433863497123584,299.9803,35.26767,60,1,,,ziggy,,
34194,PN G078.7+01.2,c,LAMOST_2067389521615488128,306.7057,40.38103,60,1,,,ziggy,,
34195,PN G078.8+01.1,c,LAMOST_2067395328411251712,306.7759,40.4137,60,1,,,ziggy,,
34196,PN G083.0-01.0,c,LAMOST_2066628384694482048,312.5916,42.42929,60,1,,,ziggy,,
34197,PN G083.9-00.4,c,LAMOST_2066816229382186368,312.6592,43.48041,60,1,,,ziggy,,
34198,PN G084.3-00.1,c,LAMOST_2066864023778579712,312.796,43.95996,60,1,,,ziggy,,
34199,PN G084.2-00.1,c,LAMOST_2066860587804624128,312.6405,43.88125,60,1,,,ziggy,,
34200,PN G084.2-00.2,c,LAMOST_2066863061705719296,312.7527,43.86285,60,1,,,ziggy,,
34201,PN G084.2-00.1a,c,LAMOST_2066866738197816832,312.6855,43.9635,60,1,,,ziggy,,
34202,PN G084.1-00.3a,c,LAMOST_2066843614093741696,312.7239,43.70634,60,1,,,ziggy,,
34203,PN G084.0-00.3,c,LAMOST_2066841994886788480,312.6924,43.66993,60,1,,,ziggy,,
34204,PN G084.3-00.1a,c,LAMOST_2066868662343269376,312.7906,44.0406,60,1,,,ziggy,,
34205,PN G084.3-00.0,c,LAMOST_2067055922917541504,312.6188,44.07343,60,1,,,ziggy,,
34206,PN G085.2-00.7,c,LAMOST_2162995390559450112,314.2888,44.31332,60,1,,,ziggy,,
34207,PN G083.1-01.0,c,LAMOST_2066633744813820032,312.6733,42.48314,60,1,,,ziggy,,
