idPNMain,PNGId,PNstat,id,alpha,delta,diamArcSeconds,diameter,axisRatio,posAngle,Catalogue,Common name,Caldwell-Messier
33536,PN G334.3-12.1,c,Pre 72,262.01392,-56.98936,558,9.3,1.86,,FrenchAmateurs,,
33537,PN G335.2-12.1,c,Pre Objet 13,263.04338,-56.22217,348,5.8,2.15,,FrenchAmateurs,,
33538,PN G248.4+04.5,c,Pre Objet 14,125.32292,-28.65139,42,0.7,,,FrenchAmateurs,,
33539,PN G317.5+00.5,c,Pre 73,222.15417,-58.91417,6,0.1,,,FrenchAmateurs,,
33540,PN G235.7-08.0,c,Pre Objet 15,105.97125,-23.91208,300,5,,,FrenchAmateurs,,
33541,PN G014.7+00.8,L,StMul 1,273.60821,-15.69283,7,0.117,,,FrenchAmateurs,,
33542,PN G004.5-01.7,c,StMul 2,270.6465,-25.89023,6,0.1,,,FrenchAmateurs,,
33543,PN G018.0+03.1,c,StDr 158,273.09225,-11.66864,810,13.5,,,FrenchAmateurs,,
33545,PN G086.4+07.6,T,StDr 159,305.42225,50.30848,108,1.8,,,FrenchAmateurs,,
33546,PN G038.3-02.7,T,StDr 160,287.78275,3.54931,24,0.4,,,FrenchAmateurs,,
33547,PN G037.8-03.4,c,Sai 1,288.16179,2.77937,6,0.1,,,FrenchAmateurs,,
33548,PN G038.4-03.0,c,StDr Objet 32,288.10058,3.50192,1080,18,,,FrenchAmateurs,,
33549,PN G332.2+25.0,c,PaStDr Objet 1,223.86921,-30.69907,930,15.5,,,FrenchAmateurs,,
33551,PN G283.3-29.6,L,Mul 19,89.85679,-72.64564,2,0.033,,,FrenchAmateurs,,
33556,PN G184.4+05.4,L,StDr 163,94.31746,27.77692,240,4,,,FrenchAmateurs,,
33557,PN G063.2-02.6,L,StDr 164,300.30708,25.32637,186,3.1,,,FrenchAmateurs,,
33558,PN G069.3+04.7,L,StDr 165,296.58596,34.39401,48,0.8,,,FrenchAmateurs,,
33559,PN G088.6+07.2,T,StDr 166,307.97625,51.90241,18,0.3,,,FrenchAmateurs,,
33561,PN G322.6-03.2,L,StDrLu 1,234.51721,-59.59038,480,8,,,FrenchAmateurs,,
33562,PN G126.0-02.7,L,MoMiJi 1,19.18608,60.01464,300,5,,,FrenchAmateurs,,
33564,PN G068.9+05.5,c,Cop 1,295.488,34.37346,192,3.2,,,FrenchAmateurs,,
33565,PN G059.0+01.1,L,Cop 2,294.34142,23.60379,60,1,,,FrenchAmateurs,,
33569,PN G081.6-17.5,L,El 1,326.272,29.99976,144,2.4,,,FrenchAmateurs,,
33571,PN G133.7-31.4,L,Maa 2,23.60033,30.52161,28,0.467,,,FrenchAmateurs,,
33572,PN G252.7-10.4,L,Lu 1,112.30725,-40.04142,240,4,,,FrenchAmateurs,,
33574,PN G042.5-25.7,T,JeWeKi 1,309.99792,-3.68806,50,0.833,,,ziggy,,
33576,PN G262.3+13.6,c,StDrMoMi 1,143.7025,-33.31333,180,3,,,FrenchAmateurs,,
33578,PN G088.3+06.8,c,EkGo 2,308.17313,51.49393,6,0.1,,,FrenchAmateurs,,
33580,PN G122.0-22.5,c,StDrSai Objet 1,11.75,40.35,7200,120,,,FrenchAmateurs,,
33581,PN G277.5-36.1,c,Bish 1,73.84558,-66.69011,12,0.2,,,FrenchAmateurs,,
33582,PN G277.2-36.3,c,Bish 2,73.56038,-66.40486,18,0.3,,,FrenchAmateurs,,
33583,PN G194.0-00.5,c,Cop 3,93.53025,16.48853,12,0.2,,,FrenchAmateurs,,
33584,PN G321.9-02.0,c,StDrLu 2,232.09125,-58.97443,6,0.1,,,FrenchAmateurs,,
33585,PN G322.2-02.7,c,StDrLu 3,233.35458,-59.45157,72,1.2,,,FrenchAmateurs,,
33586,PN G321.5-04.1,c,StDrLu 4,233.881,-60.931,18,0.3,,,FrenchAmateurs,,
33587,PN G321.5-04.3,c,StDrLu 5,234.018,-61.08489,252,4.2,1.4,,FrenchAmateurs,,
33588,PN G322.4-04.2,c,StDrLu 6,235.448,-60.466,72,1.2,,,FrenchAmateurs,,
33589,PN G322.1-05.5,c,StDrLu 7,236.54167,-61.68941,78,1.3,,,FrenchAmateurs,,
33595,PN G248.6-04.0,c,RebZva 1,116.91579,-33.40564,78,1.3,,,FrenchAmateurs,,
33596,PN G344.1-01.3,L,Sl 3,256.822,-42.78998,3.2,0.053,,,FrenchAmateurs,,
33597,PN G300.7-02.1,L,Sl 4,187.63221,-64.95798,84,1.4,,,FrenchAmateurs,,
33598,PN G299.5-07.2,T,Bic 2,182.99025,-69.80928,12,0.2,,,FrenchAmateurs,,
33600,PN G040.1-01.9,L,Cop 5,287.856,5.52047,6,0.1,,,FrenchAmateurs,,
33602,PN G299.6-42.7,T,Pi 1,21.66671,-74.171,12,0.2,,,FrenchAmateurs,,
33603,PN G307.8-19.7,L,PaMor 2,225.26333,-81.41264,30,0.5,,,FrenchAmateurs,,
33604,PN G184.7+02.5,c,Br 1,91.57654,26.15731,6,0.1,,,FrenchAmateurs,,
33605,PN G345.0-01.6,c,MPA J1711-4220,257.90263,-42.34461,20,0.333,,,ziggy,,
33610,PN G158.1-03.3,c,Br 2,66.47438,44.31886,12,0.2,,,FrenchAmateurs,,
33615,PN G016.2-02.5,c,MPA J1829-1557,277.4175,-15.95806,50,0.833,,,ziggy,,
33620,PN G032.0+00.0,c,BMP J1849-0044,282.39083,-0.73917,20,0.333,,,ziggy,,
33626,PN G279.4-35.4,c,RP XXXX,74.39792,-68.36778,100,1.667,,,ziggy,,
33632,PN G219.6-01.3,c,Fal Objet 1,104.70946,-6.55911,2820,47,,,FrenchAmateurs,,
33634,PN G071.5-03.5,T,Cop 7,306.3705,31.71886,12,0.2,,,FrenchAmateurs,,
33636,PN G321.0-03.8a,c,StDrLu 8,232.59346,-61.03047,10.8,0.18,,,FrenchAmateurs,,
33637,PN G323.3-06.9,T,StDr 167,240.38317,-61.99939,72,1.2,,,FrenchAmateurs,,
33638,PN G211.8+04.7,c,StDr 168,106.56479,3.10521,240,4,1.18,,FrenchAmateurs,,
33639,PN G231.4-04.4,c,StDr 169,107.37625,-18.52906,30,0.5,1.25,,FrenchAmateurs,,
33640,PN G019.9+08.6,c,KinPau 1,269.1235,-7.38025,1200,20,2.67,,FrenchAmateurs,,
33641,PN G181.0-06.4,T,Br 3,81.00517,24.56275,18,0.3,,,FrenchAmateurs,,
33643,PN G336.7+01.2,T,StDr 170,247.32917,-46.80811,6,0.1,,,FrenchAmateurs,,
33644,PN G244.9-12.5,L,Fal 1,105.83958,-34.06258,600,10,,,FrenchAmateurs,,
33645,PN G046.9+04.6,c,Ek 1,285.11375,14.53452,132,2.2,,,FrenchAmateurs,,
33646,PN G288.9-27.7,c,Bic 4,96.69842,-77.601,6,0.1,,,FrenchAmateurs,,
33650,PN G352.3-05.6,c,BMP J1749-3825,267.48708,-38.42833,40,0.667,,,ziggy,,
33651,PN G287.8-02.2a,c,PHR J1040-6112,160.18333,-61.20694,20,0.333,,,ziggy,,
33659,PN G281.1-36.1,c,Guoyou 2,71.46046,-69.47944,7,0.117,,,ziggy,,
33664,PN G065.4-02.8,c,Sot 3,301.79667,27.06468,36,0.6,1.2,,FrenchAmateurs,,
33665,PN G062.7+02.4,c,Sot 4,295.09321,27.50483,54,0.9,,,FrenchAmateurs,,
33666,PN G089.9+05.3,c,Fal 2,311.65904,51.79322,408,6.8,1.26,,FrenchAmateurs,,
33667,PN G057.0-03.7,c,Fal 3,297.82529,19.41931,282,4.7,,,FrenchAmateurs,,
33668,PN G307.5-05.4,c,Fal 4,205.17983,-67.86492,30,0.5,,,FrenchAmateurs,,
33669,PN G306.1-05.9,c,Fal 5,201.71646,-68.57031,1260,21,,,FrenchAmateurs,,
33670,PN G303.9-05.8,c,Fal 6,195.69292,-68.74841,900,15,,,FrenchAmateurs,,
33671,PN G320.5-08.6,c,PaFal 1,238.12642,-65.13915,1380,23,1.28,,FrenchAmateurs,,
33672,PN G321.3-10.2,c,PaFal 2,242.23596,-65.78244,480,8,,,FrenchAmateurs,,
33673,PN G323.0+02.5,c,FalFer 1,229.12917,-54.58361,1200,20,2,,FrenchAmateurs,,
33675,PN G317.9-02.7,c,Lu 3,225.86429,-61.67694,114,1.9,1.27,,FrenchAmateurs,,
33676,PN G073.4+04.7,c,Ek 2,299.18333,37.85333,144,2.4,,,FrenchAmateurs,,
33677,PN G076.8-03.7,c,Ek 3,310.36517,35.89808,240,4,,,FrenchAmateurs,,
33678,PN G084.9+02.1,L,Br 4,310.73346,45.92492,9,0.15,,,FrenchAmateurs,,
33679,PN G086.4+01.7,c,Br 5,312.57538,46.83714,12,0.2,,,FrenchAmateurs,,
33680,PN G088.2-00.8,T,Br 6,317.13042,46.48047,7,0.117,,,FrenchAmateurs,,
33681,PN G090.2-01.1,L,Br 7,319.42667,47.69392,12.7,0.212,,,FrenchAmateurs,,
33682,PN G065.9+01.5,L,Br 8,297.85292,29.84408,6,0.1,,,FrenchAmateurs,,
33683,PN G054.9+03.9,c,NHZ 1,289.59675,21.32902,132,2.2,,,FrenchAmateurs,,
33684,PN G055.9-01.8,c,EkGo 3,295.56129,19.4866,96,1.6,,,FrenchAmateurs,,
33685,PN G056.3-02.0,c,EkGo 4,295.91713,19.68614,108,1.8,2.25,,FrenchAmateurs,,
33686,PN G071.0-02.5,c,Ek 4,305.05375,31.95672,150,2.5,,,FrenchAmateurs,,
33687,PN G081.7+04.5,T,Br 9,305.30771,44.78728,12,0.2,2,,FrenchAmateurs,,
33694,PN G036.8+09.5,L,PaEl 2,276.09308,7.83983,168,2.8,,,FrenchAmateurs,,
33696,PN G123.1+07.8,c,Ek 5,13.47858,70.76099,1380,23,,,qparker,,
33700,PN G345.7+03.3,L,Pa J1652.8-3841,253.22283,-38.68347,11,0.183,,,qparker,,
33703,PN G354.0+04.3,L,Pa J1713.5-3132,258.39654,-31.5395,11.5,0.192,,,qparker,,
33706,PN G009.6+02.0,L,Pa J1759.3-1932,269.83033,-19.54728,12,0.2,,,qparker,,
33707,PN G004.5-01.1,L,Pa J1800.5-2536,270.13171,-25.60288,7.5,0.125,,,qparker,,
33709,PN G286.4-66.2,L,Fal Objet 3,23.03921,-49.57498,660,11,,,FrenchAmateurs,,
33712,PN G061.5+02.6,c,WoPut 1,294.21842,26.55287,12,0.2,,,FrenchAmateurs,,
33713,PN G060.0+01.2,c,WoPut 2,294.85346,24.53864,12,0.2,,,FrenchAmateurs,,
33714,PN G002.6+09.0,c,Pa 210,259.52513,-21.79835,24,0.4,,,FrenchAmateurs,,
33715,PN G186.2-04.0,c,Br 13,86.11667,21.50278,30,0.5,5,,FrenchAmateurs,,
33717,PN G090.1+04.1,c,Br 14,313.35546,51.13821,30,0.5,2.5,,FrenchAmateurs,,
33718,PN G076.1-08.7,c,LieSto 1,314.529,32.18039,468,7.8,,,FrenchAmateurs,,
33719,PN G343.0-06.8,c,Fal 7,262.32217,-46.9371,150,2.5,,,FrenchAmateurs,,
33720,PN G095.3-04.4,c,Oli 1,328.41229,48.69714,168,2.8,,,FrenchAmateurs,,
33721,PN G095.8-04.1,c,Oli 2,328.81496,49.22864,120,2,,,FrenchAmateurs,,
33722,PN G101.9+02.0,L,HorFulEvReb 1,330.65825,57.85675,30,0.5,,,FrenchAmateurs,,
33723,PN G103.5+03.7,c,HorFulEvReb 2,331.14217,60.23508,60,1,2,,FrenchAmateurs,,
33726,PN G266.2+00.8,c,YP0900-4457,135.23958,-44.95083,10,0.167,,,Li-Parker-1,,
33727,PN G284.5+00.4,c,YP1028-5714,157.17167,-57.24083,10,0.167,,,Li-Parker-1,,
33728,PN G303.4-55.6,c,YP1048-6127,12.2375,-61.45278,10,0.167,,,Li-Parker-1,,
33729,PN G296.1-00.6,c,YP1151-6247,177.96458,-62.78639,10,0.167,,,Li-Parker-1,,
33730,PN G298.2-01.0,L,YP1209-6332,182.31833,-63.53417,10,0.167,,,Li-Parker-1,,
33731,PN G298.6+00.1,L,YP1214-6226,183.64417,-62.43528,10,0.167,,,Li-Parker-1,,
33732,PN G305.6-02.4,T,YP1317-6513,199.46833,-65.22472,10,0.167,,,Li-Parker-1,,
33733,PN G306.9-00.8,T,YP1327-6328,201.91767,-63.46831,10,0.167,,,Li-Parker-1,,
33734,PN G314.0-01.5,c,YP1429-6214,217.3925,-62.23361,10,0.167,,,Li-Parker-1,,
33736,PN G318.3-01.7,T,YP1502-6040,225.6965,-60.67958,10,0.167,,,Li-Parker-1,,
33737,PN G331.0-00.6,T,YP1612-5209,243.15042,-52.15528,10,0.167,,,Li-Parker-1,,
33738,PN G339.5-00.4,c,YP1647-4550,251.77458,-45.84111,10,0.167,,,Li-Parker-1,,
33739,PN G341.7+00.6,c,YP1650-4328,252.66917,-43.47056,10,0.167,,,Li-Parker-1,,
33740,PN G357.4+10.1,c,YP1701-2519,255.375,-25.33,10,0.167,,,Li-Parker-1,,
33741,PN G357.9+09.4,c,YP1705-2524,256.29583,-25.41111,10,0.167,,,Li-Parker-1,,
33742,PN G358.0+06.3,c,YP1716-2705,259.17583,-27.08861,10,0.167,,,Li-Parker-1,,
33743,PN G357.2+01.9,c,YP1731-3011,262.82417,-30.19361,10,0.167,,,Li-Parker-1,,
33744,PN G010.2+03.7,c,YP1754-1815,268.635,-18.26333,10,0.167,,,Li-Parker-1,,
33745,PN G008.7+01.4,c,YP1759-2036,269.92125,-20.60778,10,0.167,,,Li-Parker-1,,
33746,PN G014.3+03.7,c,YP1802-1440,270.74125,-14.67194,10,0.167,,,Li-Parker-1,,
33747,PN G006.3-02.7,c,YP1810-2450,272.665,-24.84083,10,0.167,,,Li-Parker-1,,
33748,PN G009.3-01.8,c,YP1813-2146,273.34208,-21.78056,10,0.167,,,Li-Parker-1,,
33749,PN G018.3+01.6a,c,YP1818-1211,274.62083,-12.18667,10,0.167,,,Li-Parker-1,,
33750,PN G007.9-04.1a,c,YP1819-2405,274.82333,-24.09083,10,0.167,,,Li-Parker-1,,
33751,PN G020.7+00.7,c,YP1826-1029,276.59583,-10.49639,10,0.167,,,Li-Parker-1,,
33752,PN G027.9+01.2,c,YP1837-0354,279.47625,-3.90861,10,0.167,,,Li-Parker-1,,
33753,PN G027.6-01.0,c,YP1845-0511,281.42792,-5.19722,10,0.167,,,Li-Parker-1,,
33754,PN G029.6-03.1,c,YP1856-0424,284.19208,-4.41278,10,0.167,,,Li-Parker-1,,
33755,PN G294.9-01.2,c,Guoyou 7,175.04992,-63.00314,30,0.5,,,AmateurCandidates,,
33756,PN G276.4-31.4,c,Guoyou 8,85.76275,-66.56953,15,0.25,,,AmateurCandidates,,
33757,PN G322.6-08.4,c,Guoyou 9,241.39158,-63.58182,250,4.167,,,AmateurCandidates,,
33758,PN G294.8-01.1,c,Guoyou 10,174.85258,-62.90242,60,1,,,AmateurCandidates,,
33760,PN G108.9+05.9,c,Ek 6,338.28583,64.97433,18,0.3,,,FrenchAmateurs,,
33761,PN G237.9-07.3,c,KinPau 2,107.74729,-25.54535,42,0.7,,,FrenchAmateurs,,
33762,PN G113.2-00.5,T,BrRe 2,352.63833,60.83758,6,0.1,,,FrenchAmateurs,,
33763,PN G205.8-20.3,c,Bish 3,81.58,-3.19611,102,1.7,,,FrenchAmateurs,,
33766,PN G261.3-13.4,T,Su 10,113.75242,-48.9114,26,0.433,,,FrenchAmateurs,,
33767,PN G072.9+03.6,c,Sha 1,300.046,36.888,30,0.5,,,FrenchAmateurs,,
33768,PN G277.0-30.0,T,Su 11,89.38146,-67.15787,6,0.1,,,FrenchAmateurs,,
33769,PN G282.3-28.1,L,Su 12,94.9195,-71.77731,6,0.1,,,FrenchAmateurs,,
33770,PN G267.1+14.6,c,Guoyou 11,148.7483,-35.6612,60,1,,,FrenchAmateurs,,
33771,PN G278.6-31.2,c,Guoyou 12,86.05242,-68.45829,6,0.1,,,FrenchAmateurs,,
33772,PN G277.9-30.2,c,Guoyou 13,88.73492,-67.9488,4,0.067,,,FrenchAmateurs,,
33773,PN G260.7+05.0,T,HuBesPer 1,134.59842,-38.09013,66,1.1,,,FrenchAmateurs,,
33776,PN G302.7-42.9,c,Re 1,13.2881,-74.2189,6,0.1,,,AmateurCandidates,,
33777,PN G149.6-17.5,L,PaElPos 1,46.03471,38.3858,165,2.75,,,FrenchAmateurs,,
33778,PN G165.6-10.1,c,,66.77368,34.25042,150,2.5,,,qparker,,
33779,PN G286.2-29.4,L,Bic 6,89.77542,-75.12911,6,0.1,,,FrenchAmateurs,,
33792,PN G008.6-01.6,c,YP1811-2216,272.78778,-22.27977,10,0.167,,,Li-Parker-1,,
33793,PN G235.9+03.5,c,YP0748-1838,117.05851,-18.63577,10,0.167,,,Li-Parker-1,,
33794,PN G249.0+01.0,c,YP0809-3104,122.26171,-31.06695,10,0.167,,,Li-Parker-1,,
33795,PN G285.3+00.6,c,YP1034-5726,158.67931,-57.43605,10,0.167,,,Li-Parker-1,,
33796,PN G296.0-00.7,c,YP1150-6248,177.59024,-62.80116,10,0.167,,,Li-Parker-1,,
33797,PN G354.0+02.9,c,YP1718-3219,259.70778,-32.31849,10,0.167,,,Li-Parker-1,,
33798,PN G261.1-03.9,T,YP0821-4253,125.525,-42.8914,240,4,,,Li-Parker-1,,
33799,PN G032.4+01.7,c,YP1844+0024,281.07563,0.40091,10,0.167,,,Li-Parker-1,,
33801,PN G030.0+01.3,c,YP1841-0158,280.38354,-1.96906,10,0.167,,,Li-Parker-1,,
33802,PN G028.0+02.2,c,YP1834-0321,278.65403,-3.35492,10,0.167,,,Li-Parker-1,,
33804,PN G029.1+02.2,c,YP1836-0219,279.17815,-2.32568,10,0.167,,,Li-Parker-1,,
33805,PN G027.8+01.5,c,YP1836-0349,279.13349,-3.82431,10,0.167,,,Li-Parker-1,,
33806,PN G025.8+02.4,c,YP1829-0508,277.40959,-5.13655,10,0.167,,,Li-Parker-1,,
33807,PN G221.1-03.7,c,YP0652-0901,103.23524,-9.02862,10,0.167,,,Li-Parker-1,,
33808,PN G017.8+05.0,c,YP1805-1059,271.31708,-10.98719,20,0.333,,,Li-Parker-1,,
33809,PN G018.1+05.2,c,YP1804-1038,271.24977,-10.63638,20,0.333,,,Li-Parker-1,,
33810,PN G022.5-04.5,c,YP1848-1117,282.18602,-11.29348,10,0.167,,,Li-Parker-1,,
33811,PN G016.2+03.7,c,YP1806-1300,271.71674,-13.00107,10,0.167,,,Li-Parker-1,,
33812,PN G015.2+01.5,c,YP1812-1456,273.19681,-14.93925,10,0.167,,,Li-Parker-1,,
33813,PN G012.4+02.5a,T,YP1803-1653,270.85053,-16.88945,10,0.167,,,Li-Parker-1,,
33814,PN G015.8-02.5,c,YP1828-1621,277.17794,-16.36612,10,0.167,,,Li-Parker-1,,
33815,PN G012.2-00.9,c,YP1815-1844,273.99401,-18.7396,10,0.167,,,Li-Parker-1,,
33816,PN G008.6+03.0,c,YP1753-1957,268.41038,-19.96357,20,0.333,,,Li-Parker-1,,
33817,PN G003.5+02.2,c,YP1745-2445,266.36374,-24.76359,10,0.167,,,Li-Parker-1,,
33818,PN G006.0-02.0,c,YP1807-2444,271.81099,-24.73361,10,0.167,,,Li-Parker-1,,
33819,PN G005.6-01.9,c,YP1805-2501,271.4544,-25.02399,10,0.167,,,Li-Parker-1,,
33822,PN G260.1-00.8,c,YP0832-4116,128.22863,-41.27214,10,0.167,,,Li-Parker-1,,
33823,PN G343.3+00.7,c,YP1655-4213,253.8933,-42.2181,10,0.167,,,Li-Parker-1,,
33824,PN G337.3+01.7,c,YP1629-4602,247.42457,-46.04852,10,0.167,,,Li-Parker-1,,
33825,PN G337.5+01.0,c,YP1633-4620,248.25648,-46.33617,10,0.167,,,Li-Parker-1,,
33826,PN G337.6-00.1,c,YP1638-4706,249.63339,-47.11458,10,0.167,,,Li-Parker-1,,
33828,PN G282.1+00.9,c,YP1016-5535,154.05677,-55.59198,10,0.167,,,Li-Parker-1,,
33831,PN G312.3+01.4,T,YP1408-6003,212.00029,-60.05146,10,0.167,,,Li-Parker-1,,
33833,PN G004.2+10.1,c,YP1718-1952,259.55547,-19.87845,20,0.333,,,Li-Parker-1,,
33834,PN G001.1+09.0,c,YP1714-2301,258.71222,-23.01839,10,0.167,,,Li-Parker-1,,
33835,PN G354.1-04.7,c,YP1750-3625,267.6565,-36.42319,10,0.167,,,Li-Parker-1,,
33838,PN G265.1-06.7,c,,125.50833,-48.77611,1800,30,,,ziggy,,
33841,PN G051.7+05.6,T,Wo 1,286.37104,19.28793,10,0.167,,,FrenchAmateurs,,
33842,PN G007.8+11.5,c,Wo 2,260.31946,-16.13753,15,0.25,,,FrenchAmateurs,,
33843,PN G176.9-21.8,c,El 2,65.22067,18.40024,144,2.4,1.09,,FrenchAmateurs,,
33844,PN G242.0-13.6,c,,103.3,-31.91615,100,1.667,,,ziggy,,
33845,PN G119.5-05.7,c,El 3,6.70863,56.97855,138,2.3,,,FrenchAmateurs,,
33846,PN G336.0+12.1,c,Fal 8,236.42633,-39.25275,1080,18,,,FrenchAmateurs,,
33847,PN G345.54 1.28,T,DeGaPe 81,255.14213,-40.13934,330,5.5,,,FrenchAmateurs,,
33848,PN G025.2-02.6,T,SFO 1,281.72525,-8.02503,78,1.3,,,FrenchAmateurs,,
33849,PN G043.5+02.2,T,PaEk 1,285.75013,10.44366,36,0.6,,,FrenchAmateurs,,
33853,PN G105.3-14.2,c,YZ 1,348.25,45.25056,1200,20,2,,ziggy,,
33854,PN G320.1-03.9,c,Dev 1,231.16371,-61.60451,12,0.2,,,FrenchAmateurs,,
33855,PN G084.1-09.9,c,Ek 7,322.10375,37.21667,180,3,,,FrenchAmateurs,,
33856,PN G023.2+13.6,c,Mul 20,266.27725,-2.14558,15,0.25,,,FrenchAmateurs,,
33857,PN G025.6-05.9,c,Mul 21,284.91129,-9.1842,5,0.083,,,FrenchAmateurs,,
33858,PN G022.5+14.4,c,Mul 22,265.27658,-2.42295,15,0.25,,,FrenchAmateurs,,
33860,PN G300.7-43.8,L,DeGaPe 83,18.37888,-73.16167,6,0.1,,,FrenchAmateurs,,
33862,PN G079.6-02.7,c,Ek 8,311.49375,38.7467,168,2.8,,,FrenchAmateurs,,
33863,PN G081.9-04.1,c,Ek 9,314.85163,39.6,60,1,,,FrenchAmateurs,,
33864,PN G085.9-07.6,c,Ek 10,321.675,40.14722,30,0.5,,,FrenchAmateurs,,
33865,PN G046.6-16.5,c,NHZ 2,303.78554,4.14952,500,8.333,,,FrenchAmateurs,,
33866,PN G308.7-20.0,c,HuBesPer 2,230.95333,-81.10147,780,13,,,FrenchAmateurs,,
33867,PN G343.7-00.3,c,Lu 6,255.41433,-42.59238,690,11.5,,,FrenchAmateurs,,
33870,PN G083.5-12.6,c,Wo 4,323.90163,34.78879,8,0.133,,,FrenchAmateurs,,
33871,PN G113.8+08.4,c,Sai 2,346.51904,69.49303,96,1.6,,,FrenchAmateurs,,
33872,PN G051.3-03.0,c,Sot 2,294.27296,14.91744,210,3.5,,,FrenchAmateurs,,
33873,PN G286.1-33.0,T,Bic 7,76.42183,-74.35342,6,0.1,,,FrenchAmateurs,,
33874,PN G304.8+03.0,c,Sha 2,196.68642,-59.72046,114,1.9,,,FrenchAmateurs,,
33875,PN G058.7+03.7,L,Sl 5,291.68521,24.64376,30,0.5,,,FrenchAmateurs,,
33878,PN G145.6+26.6,L,PaNi 1,106.63458,69.72768,174,2.9,,,FrenchAmateurs,,
33879,PN G279.2-00.4,L,LuFal 1,148.49758,-54.97975,156,2.6,,,FrenchAmateurs,,
33883,PN G177.2+02.0,L,PaZib 1,86.74829,32.36569,126,2.1,1.17,,FrenchAmateurs,,
33886,PN G279.6+02.2a,T,TelCom 1,151.75858,-53.0468,30,0.5,,,FrenchAmateurs,,
33887,PN G184.8+06.7,L,Br 15,95.77908,28.01227,72,1.2,1.57,,FrenchAmateurs,,
33890,PN G127.2+08.5,c,Ek 12,26.11538,70.95994,72,1.2,,,FrenchAmateurs,,
33891,PN G157.0-19.5,c,Oli 3,51.85475,32.792,60,1,,,FrenchAmateurs,,
33892,PN G306.7-02.8,L,SADR 2,202.12888,-65.48522,36,0.6,,,FrenchAmateurs,,
33894,PN G007.3-02.7,L,DeGaPe 85,273.19542,-23.91992,30,0.5,,,FrenchAmateurs,,
33895,PN G119.0-06.6,c,Pa 211,6.03525,56.02756,100,1.667,,,FrenchAmateurs,,
33896,PN G183.6+26.5,c,Li 2,117.11392,36.33934,4,0.067,,,AmateurCandidates,,
33898,PN G167.5+23.0,c,PaZib Objet 1,107.33788,49.56098,1380,23,,,FrenchAmateurs,,
33899,PN G272.1+12.3a,c,Sel 1,151.79667,-40.50679,72,1.2,,,FrenchAmateurs,,
33903,PN G093.0+09.8,L,MarSaiLeSot 1,308.66433,57.01894,204,3.4,1.26,,FrenchAmateurs,,
33906,PN G321.0+03.9a,c,Ri 3,224.98775,-54.30205,2,0.033,1,,ziggy,,
33907,PN G299.3-44.1,c,,21.52317,-72.73942,5,0.083,,,ziggy,,
33908,PN G301.0-45.3a,c,,17.07142,-71.7047,4,0.067,,,ziggy,,
33909,PN G176.4-35.0,c,Li 3,283.75593,23.887,720,12,2,,AmateurCandidates,,
33910,PN G305.1+12.8,c,Cap 1,196.16933,-50.00454,18,0.3,,,FrenchAmateurs,,
33912,PN G068.4+01.6,L,Sha 3,299.31213,32.01244,6,0.1,,,FrenchAmateurs,,
33914,PN G104.1+46.0,c,PaElPos J1503.9+6555,225.99071,65.91971,9600,160,1.09,,DSHPNe,,
33915,PN G114.1+36.8,c,Ri 27,228.10917,77.77528,600,10,,,ziggy,,
33916,PN G049.9-05.9,T,Pa J1944.6+1217,296.15075,12.29431,120,2,,,DSHPNe,,
33918,PN G044.8-06.4,c,Pa J1936.4 +0731,294.10275,7.53315,60,1,,,DSHPNe,,
33919,PN G096.5-06.6,c,Pa J2207.6+4740,331.91921,47.67875,60,1,,,DSHPNe,,
33921,PN G051.8-24.5,L,Pa J 2053.0+0410,313.25438,4.17639,270,4.5,,,DSHPNe,,
33925,PN G218.5-26.4,c,Pa J0524.0-1618,81.02075,-16.30971,370,6.167,,,DSHPNe,,
33926,PN G042.9-24.8,c,Pa J2037.4-0256,309.36658,-2.9429,90,1.5,,,DSHPNe,,
33928,PN G149.1+31.3,c,TBG-1,119.58346,66.7663,540,9,,,2024arXiv240205658C,,
33929,PN G074.2-13.2,c,OgPeRi 3,317.10404,27.84717,3060,51,,,FrenchAmateurs,,
33930,PN G132.7-11.2,c,Pa J0152.4+5029,28.10375,50.49859,600,10,,,DSHPNe,,
33931,PN G124.4+24.5,c,Pa J0242.9+8704,40.749,87.07719,120,2,,,DSHPNe,,
33932,PN G078.6+00.8,c,LAMOST_2067366363153066112,307.03208,40.01803,60,1,,,ziggy,,
33933,PN G085.3-00.6,c,LAMOST_2163000613239732736,314.17216,44.43583,60,1,,,ziggy,,
33934,PN G086.1-01.2,c,LAMOST_2162594034460406528,315.6129,44.65019,60,1,,,ziggy,,
33935,PN G084.4-00.3,c,LAMOST_2162928767011864320,313.04349,43.94282,60,1,,,ziggy,,
33936,PN G084.5+00.0,c,LAMOST_2163136471634785536,312.77733,44.30453,60,1,,,ziggy,,
33937,PN G190.0+00.3,c,LAMOST_3375177406494676224,92.28231,20.41515,60,1,,,ziggy,,
33938,PN G084.3+00.0,c,LAMOST_2067057125508391296,312.60203,44.11314,60,1,,,ziggy,,
33939,PN G085.5-00.7,c,LAMOST_2163005457962913024,314.53543,44.50365,60,1,,,ziggy,,
33940,PN G086.0-01.4,c,LAMOST_2162578297699833728,315.64986,44.4042,60,1,,,ziggy,,
33941,PN G189.9+00.3,c,LAMOST_3375183183227622528,92.26133,20.51924,60,1,,,ziggy,,
33942,PN G084.6-00.3,c,LAMOST_2162931275273285632,313.21665,44.08306,60,1,,,ziggy,,
