id,alpha,delta,diameter,MWSC Id
FSR 1701,232.11,-56.997,12,2296
DBSB 141,232.1475,-56.375,7.2,2297
Alessi 8,232.365,-51.255,31.2,2298
ESO 099-06,232.4505,-64.85,12.6,2299
Lynga 4,233.3325,-55.24,23.4,2302
Loden 2159,233.415,-58.135,16.8,2303
Harvard 9,233.46,-53.68,14.4,2304
Loden 2158,233.7675,-58.275,16.8,2305
NGC 5946,233.8695,-50.66,14.4,2306
FSR 1700,234.705,-59.253,13.8,2307
vdBergh-Hagen 176,234.7725,-50.051,12,2308
Loden 2313,235.2375,-52.46,22.2,2309
Lynga 5,235.4745,-56.65,19.2,2310
FSR 1703,235.4925,-54.98,13.8,2311
DBSB 94,235.575,-53.96,9,2312
Loden 2326,235.9125,-52.47,13.2,2313
NGC 5986,236.5125,-37.786,19.8,2317
Johansson 1,236.562,-52.378,36,2318
ASCC 81,236.6925,-50.995,19.2,2319
ASCC 82,236.76,-64.412,25.2,2320
FSR 1715,237.165,-50.215,9,2321
FSR 1714,237.36,-50.603,20.4,2322
NGC 5998,237.36,-28.583,16.8,2323
Collinder 292,237.51,-57.638,20.4,2324
ASCC 83,237.5175,-52.79,20.4,2325
NGC 5999,238.0425,-56.467,12,2326
FSR 1719,238.44,-49.51,13.2,2328
DBSB 149,238.5375,-53.18,5.4,2329
FSR 1712,238.68,-52.48,20.4,2332
ASCC 84,238.7325,-60.745,24,2333
FSR 1723,238.7775,-46.01,18.6,2335
NGC 6005,238.995,-57.44,15.6,2336
Ruprecht 113,239.385,-59.495,54,2337
FSR 1709,239.37,-54.375,18,2338
ESO 389-05,239.4525,-36.195,13.44,2339
Trumpler 23,240.2175,-53.533,19.8,2343
Moffat 1,240.375,-54.117,12,2346
NGC 6025,240.8175,-60.4,41.4,2347
Lynga 6,241.2225,-51.925,15,2348
Dolidze 50,241.4025,-20.485,15,2349
Ruprecht 114,241.584,-56.867,15,2350
DBSB 159,241.5975,-50.725,7.8,2351
NGC 6031,241.9125,-54.018,16.8,2352
DBSB 153,241.908,-52.53,10.8,2353
FSR 1736,241.98,-39.35,12.6,2354
DBSB 154,242.37,-52.25,7.2,2355
DBSB 155,242.55,-52.135,6.6,2356
DBSB 101,242.64,-49.013,13.8,2357
FSR 1675,242.6205,-77.66,16.2,2358
FSR 1716,242.67,-53.75,19.2,2359
Lynga 7,242.763,-55.314,11.4,2361
DBSB 158,242.7975,-51.525,13.8,2363
DBSB 144,243.0405,-51.475,7.2,2365
DBSB 156,243.063,-52.046,9,2366
DBSB 157,243.084,-51.771,14.4,2367
Ruprecht 115,243.24,-52.427,16.8,2368
DBSB 99,243.255,-50.39,14.4,2369
NGC 6067,243.3,-54.22,28.2,2370
Pismis 22,243.555,-51.865,15.6,2371
Ruprecht 176,243.66,-51.333,10.2,2373
DBSB 102,243.7545,-49.85,7.2,2374
NGC 6093,244.26,-22.976,20.4,2376
DBSB 161,244.2705,-50.792,8.4,2377
FSR 1749,244.3575,-31.2,15.6,2378
FSR 1737,244.5945,-40.22,10.8,2379
DBSB 163,244.68,-50.316,9.6,2380
Harvard 10,244.7325,-54.92,45.6,2381
NGC 6087,244.71,-57.94,38.4,2382
FSR 1734,244.7715,-42.129,13.2,2383
DBSB 164,244.8525,-50.15,7.2,2385
Lynga 8,245.016,-50.217,9,2386
DBSB 100,245.109,-50.907,7.2,2387
DBSB 162,245.115,-50.695,5.4,2388
Lynga 9,245.1705,-48.517,12,2389
DBSB 166,245.3775,-50.01,6,2390
Ruprecht 116,245.85,-52,15.6,2393
DBSB 167,245.8575,-49.545,6.6,2394
Ruprecht 117,245.8575,-51.88,9.6,2395
NGC 6121,245.8965,-26.526,106.2,2396
Grasdalen 1,245.9175,-24.455,23.4,2397
FSR 1751,245.9625,-32.01,13.8,2398
Pismis 23,245.991,-48.895,9,2399
ESO 226-06,246.0675,-51.155,9.6,2400
ESO 137-23,246.1275,-61.733,15.6,2401
Ruprecht 118,246.18,-51.94,16.8,2402
NGC 6124,246.315,-40.65,54.6,2403
NGC 6101,246.45,-72.202,15,2404
NGC 6144,246.807,-26.024,18.6,2409
NGC 6139,246.918,-38.849,15.6,2411
NGC 6134,246.9525,-49.155,26.4,2412
Ruprecht 119,247.05,-51.51,15.6,2413
Terzan 3,247.167,-35.353,19.2,2414
Hogg 19,247.26,-49.097,14.4,2415
DBSB 170,247.245,-49.603,9,2416
FSR 1761,247.287,-27.961,21.6,2417
Patchick 94,247.3995,-47.3,7.8,2418
FSR 1727,247.455,-49.752,16.8,2419
FSR 1725,247.605,-50.125,13.8,2420
FSR 1772,247.7625,-24.275,48,2421
NGC 6171,248.133,-13.054,27.6,2422
NGC 6152,248.175,-52.64,22.8,2423
NGC 6169,248.5275,-44.016,13.2,2424
NGC 6167,248.67,-49.785,25.2,2425
Ruprecht 120,248.79,-48.3,13.8,2426
Collinder 307,248.8335,-50.99,13.8,2427
NGC 6178,248.9475,-45.625,22.8,2428
Dolidze 27,249.105,-8.935,27,2429
FSR 1748,249.1455,-35.015,12,2430
FSR 1718,249.5175,-57.095,8.4,2432
Lynga 11,249.5325,-46.295,10.2,2433
DBSB 171,249.5325,-47.078,9,2434
DBSB 169,249.7125,-47.293,8.4,2435
1636-283,249.8565,-28.399,9,2436
DBSB 103,250.0125,-48.777,7.8,2437
DBSB 173,250.062,-45.66,7.2,2439
NGC 6192,250.0875,-43.36,28.2,2440
ESO 277-04,250.0995,-43.74,9,2441
FSR 0010,250.215,-16.03,13.8,2442
NGC 6193,250.3425,-48.755,27.6,2444
NGC 6205,250.422,36.46,56.4,2445
Ruprecht 121,250.4475,-46.15,28.8,2446
NGC 6200,251.04,-47.465,28.8,2450
Hogg 20,251.1375,-47.655,16.8,2451
FSR 1713,251.2155,-58.86,10.8,2452
FSR 1692,251.3085,-72.831,13.8,2453
Dol-Dzim 6,251.3775,38.36,33.6,2454
Hogg 21,251.4,-47.747,14.4,2455
Lynga 12,251.5125,-50.74,18,2456
NGC 6204,251.535,-47.02,17.4,2457
vdBergh-Hagen 197,251.625,-45.85,10.2,2458
Hogg 22,251.655,-47.09,9,2459
NGC 6229,251.745,47.528,19.8,2460
Westerlund 1,251.766,-45.833,10.2,2461
ESO 518-03,251.775,-25.805,27.6,2462
NGC 6218,251.8095,-1.949,36,2464
ASCC 85,251.955,-45.49,28.2,2465
DBSB 174,252.045,-45.35,6,2466
ESO 137-43,252.1035,-61.75,10.8,2467
Lynga 13,252.2325,-43.428,9,2468
NGC 6216,252.3375,-44.72,16.8,2469
NGC 6208,252.345,-53.715,25.2,2470
vdBergh-Hagen 200,252.483,-44.205,13.8,2471
NGC 6222,252.615,-44.73,12,2472
FSR 1746,252.675,-39.08,16.8,2473
FSR 1744,252.885,-42.393,14.4,2474
FSR 1756,253.02,-34.946,8.4,2475
FSR 1735,253.05,-47.055,7.2,2476
DBSB 175,253.1475,-43.396,7.2,2478
NGC 6235,253.356,-22.177,18,2479
NGC 6231,253.56,-41.83,48,2481
DBSB 106,253.59,-45.298,7.44,2482
ESO 332-08,253.695,-40.715,21.6,2483
Lynga 14,253.7475,-45.24,11.4,2484
FSR 1732,253.7775,-49.325,16.8,2485
vdBergh-Hagen 202,253.7955,-40.94,13.2,2486
NGC 6242,253.89,-39.46,25.8,2488
FSR 0014,253.935,-15.995,16.8,2489
ESO 332-11,254.025,-40.78,12,2490
vdBergh-Hagen 205,254.0355,-40.68,10.8,2491
FSR 1729,254.1045,-53.072,13.8,2492
ESO 332-13,254.166,-40.575,11.4,2494
NGC 6254,254.2875,-4.1,31.8,2498
NGC 6249,254.4,-44.8,22.8,2499
NGC 6250,254.49,-45.95,30.6,2500
FSR 1763,254.7675,-33.16,13.2,2501
NGC 6253,254.7705,-52.7,21.6,2502
DBSB 115,254.8125,-40.12,9,2504
DBSB 176,254.8575,-42.575,10.2,2505
NGC 6256,254.886,-37.121,14.4,2506
Palomar 15,254.9625,-0.533,8.4,2509
DBSB 113,255.12,-40.562,7.2,2510
NGC 6259,255.225,-44.69,20.4,2511
NGC 6266,255.303,-30.114,25.2,2512
ASCC 86,255.5625,-58.97,60,2513
FSR 1750,255.525,-38.865,15,2514
FSR 1778,255.5325,-26.782,12.6,2515
NGC 6268,255.5325,-39.715,22.2,2516
DBSB 178,255.555,-41.785,20.4,2517
vdBergh-Hagen 211,255.546,-41.11,12.6,2518
NGC 6273,255.657,-26.268,25.2,2519
ASCC 87,255.75,-28.45,36,2520
FSR 1739,255.8175,-47.152,12,2521
FSR 0041,255.8775,-8.838,19.2,2522
Harvard 13,255.963,-48.083,13.2,2523
DBSB 104,255.9975,-51.09,13.2,2524
DBSB 177,256.0725,-42.334,9,2525
Teutsch 84,256.08,-42.07,19.2,2526
ESO 587-04,256.0875,-19.45,13.8,2527
NGC 6284,256.11,-24.765,25.2,2528
ESO 043-13,256.185,-74.35,16.8,2529
NGC 6281,256.17,-37.98,38.4,2530
FSR 1769,256.23,-31.045,12.6,2531
ESO 332-20,256.2285,-38.317,13.2,2532
NGC 6287,256.2885,-22.708,20.4,2533
vdBergh-Hagen 214,256.4175,-36.667,13.2,2534
ASCC 88,256.71,-35.58,64.8,2536
ESO 332-22,256.8525,-40.817,21.6,2537
DBSB 116,257.4,-41.595,9,2538
NGC 6293,257.5425,-26.582,18.6,2539
FSR 1786,257.64,-25.075,13.8,2540
DBSB 108,257.8275,-45.9,7.2,2543
DBSB 179,257.85,-39.179,13.8,2544
Sco OB4,258.15,-33.355,94.2,2546
Teutsch 85,258.3,-39.66,10.2,2547
FSR 0042,258.525,-10.48,14.4,2548
NGC 6304,258.6345,-29.462,15.6,2550
FSR 1754,258.7425,-39.085,15.6,2551
NGC 6318,259.0455,-39.417,13.2,2552
vdBergh-Hagen 217,259.08,-40.81,12,2553
NGC 6316,259.155,-28.14,14.4,2554
NGC 6341,259.281,43.136,48.6,2557
DBSB 123,259.32,-36.335,10.8,2558
Bochum 13,259.3305,-35.55,18.6,2559
NGC 6325,259.497,-23.766,12,2560
NGC 6322,259.6125,-42.93,17.4,2562
vdBergh-Hagen 221,259.665,-32.33,24,2563
vdBergh-Hagen 222,259.6875,-38.295,19.8,2564
Havlen-Moffat 1,259.725,-38.817,16.8,2565
NGC 6333,259.797,-18.516,23.4,2567
vdBergh-Hagen 223,260.1705,-35.883,8.4,2575
NGC 6334,260.2125,-36.115,29.4,2577
NGC 6342,260.292,-19.587,24.6,2580
DBSB 120,260.8035,-37.758,10.8,2581
ASCC 89,260.835,-62.65,90,2582
Ruprecht 123,260.88,-37.925,18.6,2584
NGC 6356,260.895,-17.813,20.4,2585
NGC 6355,260.994,-26.353,10.8,2586
Trumpler 25,261.0975,-39.017,19.2,2587
NGC 6357,261.1695,-34.213,13.2,2588
Pismis 24,261.39,-34.4,10.8,2589
IC 4651,261.225,-49.935,28.8,2590
NGC 6360,261.375,-29.975,17.4,2591
NGC 6352,261.372,-48.422,26.4,2592
BDSB 164,261.3825,-36.366,9,2593
Dol-Dzim 8,261.495,24.183,19.8,2597
ESO 392-13,261.717,-34.683,15,2598
IC 1257,261.786,-7.083,13.2,2599
Terzan 2,261.888,-30.802,11.4,2600
NGC 6366,261.9345,-5.08,54,2601
Ruprecht 124,262.005,-40.73,14.4,2602
Trumpler 26,262.1325,-29.485,18.6,2604
Antalova 1,262.2375,-31.58,28.2,2605
BDSB 166,262.245,-36.562,6,2606
BDSB 165,262.32,-36.653,6.6,2607
Ruprecht 125,262.4175,-40.45,19.2,2608
FSR 0033,262.44,-15.635,10.8,2609
Antalova 2,262.41,-32.48,15,2610
DB2001 41,262.6005,-33.19,9,2611
Antalova 3,262.6575,-32.205,13.2,2613
Terzan 4,262.662,-31.596,21,2614
vdBergh-Hagen 229,262.7715,-29.967,15.6,2615
Harvard 16,262.815,-36.805,21.6,2616
FSR 1758,262.905,-39.84,14.4,2617
Collinder 333,262.905,-34.01,15.6,2618
NGC 6362,262.9785,-67.048,27.6,2619
vdBergh-Hagen 231,262.9875,-31.91,25.2,2620
FSR 0027,263.025,-17.883,13.44,2621
FSR 0002,263.133,-27.075,10.8,2623
Antalova 4,263.1825,-32.955,19.2,2624
BDSB 102,263.235,-32.57,12,2625
IRAS 17301-2917,263.3325,-29.165,10.8,2626
Terzan-Ju 20,263.3745,-29.323,12,2628
NGC 6380,263.616,-39.067,15,2629
FSR 1766,263.64,-36.65,13.8,2630
NGC 6383,263.685,-32.577,27,2631
Ruprecht 126,263.754,-34.305,16.8,2632
FSR 0019,263.91,-21.07,10.8,2633
FSR 1767,263.925,-36.355,13.8,2634
Terzan 1,263.949,-30.467,9.6,2635
Pismis 26,264.0435,-38.55,13.2,2637
NGC 6388,264.072,-44.736,26.4,2638
Trumpler 27,264.09,-33.52,30,2639
ESO 334-02,264.237,-42.235,13.2,2640
Trumpler 28,264.255,-32.48,21,2641
NGC 6402,264.4005,-3.246,36,2643
NGC 6396,264.405,-35.022,12,2644
ESO 139-13,264.4575,-58.145,18,2646
Ruprecht 127,264.468,-36.304,10.8,2649
Mamajek 2,264.4725,-8.085,37.2,2650
Collinder 338,264.5505,-37.7,33,2651
FSR 0091,264.588,5.721,13.2,2652
NGC 6401,264.6525,-23.91,16.8,2653
ESO 393-12,264.666,-35.65,12.6,2654
ASCC 90,264.78,-34.815,36.6,2655
Dutra-Bica 60,264.8325,-23.658,6.6,2657
NGC 6404,264.915,-33.233,15,2658
FSR 0050,264.9675,-9.11,13.8,2659
NGC 6400,265.05,-36.945,22.8,2660
NGC 6405,265.08,-32.215,54,2661
NGC 6397,265.176,-53.674,48.6,2662
Trumpler 29,265.3725,-40.12,17.4,2663
FSR 0025,265.4295,-19.571,9.6,2664
ESO 393-15,265.905,-34.213,10.8,2667
ESO 520-20,265.9005,-24.718,9,2668
Palomar 6,265.926,-26.217,12,2669
Alessi 9,266.295,-47.185,106.8,2670
Ruprecht 128,266.07,-34.885,9,2672
NGC 6416,266.0925,-32.365,28.8,2673
DB2001 42,266.2215,-29.68,12,2675
NGC 6426,266.2275,3.17,21.6,2676
Dutra-Bica 58,266.268,-28.848,10.8,2677
Dutra-Bica 33,266.37,-26.697,10.8,2679
FSR 0096,266.4375,7.484,12,2682
FSR 0043,266.4825,-14.66,10.2,2685
vdBergh-Hagen 245,266.5665,-29.7,22.8,2687
Collinder 347,266.595,-29.325,15.6,2688
IC 4665,266.565,5.695,84,2689
Dutra-Bica 44,266.643,-24.895,8.4,2690
NGC 6425,266.745,-31.53,18.6,2691
Dutra-Bica 45,266.8245,-24.893,10.8,2695
Ruprecht 129,266.8245,-29.617,12.6,2696
Djorg 1,266.868,-33.066,14.4,2697
Ruprecht 130,266.883,-30.09,10.2,2698
Terzan 5,267.021,-24.78,8.4,2699
Collinder 350,267.0525,1.36,66,2700
NGC 6440,267.219,-20.36,18,2701
ASCC 91,267.21,-37.37,26.4,2702
FSR 1721,267.21,-60.11,20.4,2703
Collinder 351,267.2595,-28.745,20.4,2705
Ruprecht 131,267.3,-29.235,19.8,2706
FSR 1740,267.3225,-51.545,20.4,2707
Dutra-Bica 51,267.3675,-31.25,6.6,2708
NGC 6444,267.375,-34.825,22.8,2709
NGC 6441,267.555,-37.051,15,2713
NGC 6451,267.6705,-30.2,26.4,2718
Terzan 6,267.693,-31.275,13.8,2719
NGC 6453,267.7155,-34.599,18,2722
ASCC 92,267.78,-11.88,27.6,2723
FSR 0106,267.8175,11.162,16.8,2724
NGC 6455,267.9375,-35.175,27.6,2725
Basel 5,268.125,-30.105,24,2727
Ruprecht 133,268.0995,-28.652,16.8,2728
Sco OB5,268.11,-38.635,37.2,2729
Ruprecht 134,268.179,-29.55,15,2730
Ruprecht 168,268.2075,-28.44,9,2732
NGC 6481,268.2,4.167,15,2733
ESO 456-05,268.26,-29.873,8.4,2734
NGC 6469,268.305,-22.315,28.2,2735
Czernik 37,268.32,-27.365,15,2737
Dutra-Bica 28,268.362,-28.32,7.8,2738
NGC 6475,268.44,-34.78,84,2739
ESO 456-09,268.485,-32.465,9.6,2740
FSR 1776,268.5,-36.145,12.6,2742
NGC 6480,268.641,-30.441,10.8,2746
Dutra-Bica 13,268.8315,-29.388,11.4,2748
Dutra-Bica 24,268.8525,-29.045,8.4,2749
FSR 1775,269.0325,-36.565,12,2750
FSR 0022,269.1075,-23.192,15,2751
FSR 0080,269.1585,0.058,18,2754
Trumpler 30,269.2275,-35.27,22.8,2755
Dutra-Bica 30,269.235,-28.625,9.24,2756
NGC 6494,269.2275,-19,66,2757
FSR 0023,269.4075,-22.865,16.8,2758
Ruprecht 135,269.514,-11.677,9.6,2759
ESO 456-29,269.667,-32.01,10.2,2761
Pfleiderer 2,269.6625,-5.072,10.8,2762
NGC 6496,269.766,-44.266,15,2764
Ruprecht 136,269.8245,-24.71,13.8,2765
ESO 229-02,269.9175,-51.695,16.8,2767
Trumpler 31,269.9325,-28.207,19.8,2769
NGC 6507,269.952,-17.418,14.4,2770
Ruprecht 138,269.991,-24.698,13.2,2771
Ruprecht 137,269.9775,-25.215,19.2,2772
Collinder 359,270.12,2.875,96,2773
BDSB 107,270.1905,-24.073,10.8,2774
Ruprecht 139,270.2475,-23.535,18.6,2776
BDSB 106,270.396,-24.835,13.2,2777
Terzan 9,270.411,-26.833,9,2778
Djorg 2,270.4545,-27.817,10.2,2779
NGC 6517,270.4605,-8.959,19.2,2780
Bochum 14,270.498,-23.705,20.04,2781
BDSB 109,270.5055,-23.953,9.6,2782
NGC 6525,270.5175,11.017,19.2,2784
BDSB 111,270.522,-21.775,12.84,2785
ESO 589-26,270.57,-21.917,13.8,2786
FSR 0117,270.5835,16.774,14.4,2787
NGC 6514,270.645,-22.995,31.8,2789
NGC 6520,270.8625,-27.895,18.6,2790
Teutsch 14a,270.8715,-22.117,19.2,2791
NGC 6522,270.8925,-30.034,12,2792
Terzan 10,270.9015,-26.067,9.6,2793
NGC 6535,270.96,-0.298,13.8,2795
NGC 6531,271.05,-22.49,22.8,2796
FSR 0035,271.0725,-20.178,10.2,2797
NGC 6530,271.125,-24.36,24,2798
ESO 139-54,271.155,-58.525,13.8,2799
NGC 6528,271.2075,-30.056,12,2800
NGC 6539,271.2075,-7.586,22.8,2801
NGC 6540,271.536,-27.75,15,2804
BDSB 3,271.5825,-21.62,10.8,2805
FSR 0125,271.6125,21.914,15,2806
FSR 0031,271.6215,-21.38,16.8,2807
Collinder 468,271.6305,-27.447,9,2808
FSR 0039,271.7625,-19.91,16.8,2809
NGC 6544,271.836,-24.997,21.6,2810
BDSB 105,271.881,-25.755,7.2,2811
NGC 6546,271.875,-23.325,24.6,2812
NGC 6541,272.01,-43.715,27.6,2813
ASCC 93,272.04,-22.28,19.8,2814
FSR 1774,272.1825,-37.94,15.6,2817
Dol-Dzim 9,272.1975,31.555,17.4,2818
vdBergh 113,272.175,-21.405,24.24,2819
NGC 6554,272.2305,-18.443,26.4,2821
BDSB 113,272.2575,-20.08,13.2,2822
ESO-SC06,272.2755,-46.417,7.8,2823
NGC 6553,272.3235,-25.909,18.6,2824
ESO 521-38,272.34,-24.53,10.8,2825
2MS-GC02,272.3805,-20.79,12.6,2827
Collinder 367,272.4075,-23.7,37.8,2828
FSR 0095,272.5155,4.222,13.8,2830
NGC 6558,272.574,-31.764,15.6,2831
Dolidze 51,272.5995,-17.741,12.6,2832
NGC 6561,272.613,-16.73,18.6,2834
IC 1276,272.6835,-7.208,34.8,2835
Sgr OB6,272.883,-16,37.2,2837
Terzan 12,273.066,-22.733,13.2,2838
FSR 0099,273.0915,5.475,10.8,2839
ESO 456-72,273.1215,-29.567,10.8,2840
NGC 6568,273.18,-21.6,31.92,2841
ESO 522-05,273.195,-24.35,11.4,2842
FSR 0051,273.267,-13.325,13.2,2843
NGC 6569,273.411,-31.827,16.8,2844
NGC 6573,273.4125,-22.13,11.4,2845
FSR 0062,273.45,-8.708,14.4,2846
vdBergh-Hagen 261,273.5205,-28.633,9.6,2847
BDSB 115,273.5205,-17.47,12.84,2848
FSR 0046,273.5775,-17.325,18,2850
BDSB 116,273.657,-16.757,7.2,2851
BDSB 114,273.663,-17.881,8.4,2852
Sgr OB7,273.72,-20.32,57.6,2853
FSR 0078,273.7455,-3.155,12,2854
FSR 0063,273.78,-8.45,11.4,2855
FSR 0073,273.804,-3.925,13.8,2856
Markarian 38,273.87,-19.015,21.6,2857
ASCC 94,273.9,-14.975,32.4,2858
NGC 6583,273.954,-22.133,12,2860
ASCC 95,274.0125,-25.705,28.2,2861
ESO 335-05,274.05,-41.05,10.8,2862
FSR 0121,274.077,17.45,13.8,2863
FSR 0102,274.122,7.391,10.2,2864
Collinder 469,274.1265,-18.3,16.2,2865
FSR 1757,274.26,-45.25,12,2869
BDSB 5,274.2675,-19.87,12,2870
Turner 2,274.23,-19.065,19.8,2872
Trumpler 32,274.2975,-13.33,44.4,2873
NGC 6596,274.38,-16.65,24,2874
Turner 3,274.32,-19.12,13.8,2875
Dias 5,274.41,-19.66,16.2,2876
NGC 6604,274.5075,-12.238,31.8,2878
FSR 0145,274.587,29.11,36.6,2881
NGC 6605,274.605,-14.965,22.2,2882
NGC 6603,274.605,-18.43,16.8,2883
NGC 6584,274.656,-52.216,18.6,2885
NGC 6611,274.6725,-13.78,28.8,2886
Alessi 19,274.782,12.195,57.6,2887
FSR 0108,274.7925,8.128,13.2,2889
FSR 0076,274.9425,-4.215,12,2891
NGC 6613,274.995,-17.11,22.8,2892
ASCC 96,275.0175,-32.36,21.6,2893
FSR 0077,275.0325,-4.086,10.8,2894
NGC 6588,275.13,-63.81,16.8,2895
NGC 6618,275.145,-16.15,34.8,2896
Kronberger 2,275.3295,-14.283,16.8,2898
Kharchenko 2,275.5875,-14.585,22.8,2900
NGC 6625,275.697,-11.955,19.8,2903
FSR 0120,275.7675,15.85,18,2904
NGC 6624,275.919,-30.361,12,2906
Dolidze 52,275.9805,-16.64,15.6,2907
NGC 6626,276.1365,-24.87,18.6,2908
BDSB 8,276.1875,-13.396,12,2909
Trumpler 33,276.1725,-19.72,13.2,2910
Sct OB3,276.195,-14.2,25.2,2911
Ruprecht 170,276.3675,-10.015,16.8,2912
Dolidze 28,276.3705,-14.65,18,2913
Mamajek 4,276.5325,-50.955,66,2914
Bica 3,276.516,-13.05,12,2915
NGC 6631,276.813,-12.02,20.4,2916
NGC 6633,276.8355,6.5,43.8,2917
FSR 0009,277.137,-31.905,12.6,2921
FSR 0059,277.266,-11.967,15,2923
FSR 0060,277.545,-11.5,17.4,2930
FSR 0054,277.605,-15.045,13.8,2931
Dias 6,277.635,-12.305,18.6,2932
NGC 6638,277.734,-25.497,13.8,2933
NGC 6639,277.74,-13.14,20.4,2934
Ruprecht 141,277.8285,-12.326,12,2935
NGC 6637,277.8465,-32.348,21.6,2936
Dolidze 29,277.8495,-6.633,27.6,2937
NGC 6647,277.8675,-17.34,13.2,2939
IC 4725,277.9275,-19.11,45.6,2940
NGC 6642,277.9755,-23.475,13.8,2941
FSR 0052,278.0205,-15.687,12,2942
Ruprecht 142,278.055,-12.215,12,2943
Ruprecht 171,278.025,-16.01,12,2944
Ruprecht 143,278.1495,-12.14,12,2945
NGC 6645,278.13,-16.91,18,2946
Dolidze 30,278.22,-6.035,12,2947
IRAS 18306-0500,278.334,-4.971,10.8,2948
NGC 6649,278.34,-10.4,21.6,2949
Ruprecht 144,278.3775,-11.41,14.4,2950
NGC 6659,278.535,23.599,19.8,2952
BDSB 121,278.5425,-7.305,6.6,2953
BDSB 117,278.6175,-9.259,8.04,2956
Dolidze 31,278.745,-6.85,13.8,2957
FSR 0072,278.8125,-7.16,16.8,2958
NGC 6652,278.94,-32.991,19.2,2960
NGC 6656,279.1005,-23.905,42.6,2961
NGC 6664,279.132,-8.21,16.8,2962
ASCC 97,279.225,-19.22,40.8,2963
W 42,279.5625,-6.797,8.4,2965
FSR 1782,279.57,-37.56,16.8,2966
IC 4756,279.735,5.45,96,2967
NGC 6682,279.912,-4.8,13.2,2968
Stephenson 2,279.915,-6.03,10.8,2969
Trumpler 34,279.9495,-8.415,21.6,2970
ESO 281-24,279.9975,-44.19,13.2,2971
Dolidze 32,280.305,-4.035,20.4,2972
Dolidze 33,280.308,-4.373,16.8,2973
Palomar 8,280.374,-19.83,20.4,2974
Dolidze 34,280.4745,-4.267,9,2976
NGC 6683,280.554,-6.2,13.2,2977
Teutsch 145,280.6215,-5.25,12.6,2978
ASCC 98,280.665,-33.65,56.4,2979
Trumpler 35,280.7475,-4.23,16.8,2980
NGC 6681,280.803,-32.292,21.6,2981
BDSB 124,280.8105,-3.598,9,2982
FSR 1785,281.028,-36.942,10.8,2983
Andrews-Lindsay 5,281.085,-4.93,13.8,2985
Berkeley 79,281.235,-1.155,13.2,2986
NGC 6694,281.3175,-9.38,19.8,2987
FSR 0069,281.3475,-10.46,15.6,2988
FSR 0087,281.4825,-3.607,17.4,2989
BDSB 125,281.517,-2.655,7.8,2990
BDSB 10,281.583,-3.795,9.6,2991
FSR 0098,281.9025,0.607,13.8,2992
W 43,281.8845,-1.942,9,2993
NGC 6698,281.9745,-25.877,15.6,2995
Basel 1,282.0375,-5.865,12,2996
FSR 0089,282.183,-3.519,15,2997
ASCC 99,282.2775,-18.74,27.6,2999
FSR 0101,282.309,2.767,24,3000
Czernik 38,282.447,4.96,19.8,3002
FSR 0094,282.4695,-1.022,10.2,3003
FSR 0090,282.5745,-3.577,10.2,3004
Ruprecht 145,282.66,-18.227,28.8,3005
FSR 0088,282.6585,-4.188,22.8,3006
NGC 6704,282.687,-5.21,13.2,3007
NGC 6705,282.747,-6.28,42,3008
NGC 6709,282.846,10.33,26.4,3009
Teutsch 146,282.8625,0.175,9,3010
Collinder 394,283.08,-20.2,36,3011
Ruprecht 146,283.1175,-21.085,16.8,3012
NGC 6712,283.2675,-8.706,20.4,3014
FSR 1773,283.308,-42.125,16.2,3015
BDSB 127,283.335,1.247,7.2,3016
Stephenson 1,283.515,36.805,66,3018
Berkeley 80,283.5825,-1.217,14.4,3019
NGC 6716,283.6425,-19.885,21.6,3020
Archinal 1,283.71,5.54,12,3021
Poole J1855+10.8,283.785,10.775,10.8,3022
NGC 6715,283.764,-30.48,17.4,3023
NGC 6717,283.7745,-22.701,13.8,3024
Alessi 62,283.965,21.619,32.4,3025
Poole J1856+10.8,283.9725,10.773,9,3026
ESO 524-01,284.1675,-26.95,13.8,3028
NGC 6724,284.175,10.415,9.6,3029
FSR 0034,284.6835,-26.794,15,3031
NGC 6728,284.685,-8.965,15.6,3032
NGC 6723,284.8875,-36.632,31.2,3033
NGC 6735,285.135,-0.47,18.6,3034
NGC 6738,285.3375,11.6,16.8,3035
NGC 6743,285.3075,29.314,21.6,3036
FSR 0037,285.3495,-26.57,24,3037
ASCC 100,285.405,33.575,43.8,3038
Berkeley 81,285.405,-0.46,13.2,3039
NGC 6737,285.5835,-18.533,20.4,3042
FSR 0100,285.969,-0.022,10.8,3043
ESO 397-01,286.0275,-33.395,14.4,3044
NGC 6749,286.314,1.9,19.8,3046
Alessi 56,286.722,9.59,9,3047
Juchert 3,286.887,6.283,22.2,3049
Czernik 39,286.8825,4.333,13.2,3050
NGC 6755,286.9545,4.267,23.4,3051
NGC 6756,287.187,4.717,13.2,3052
BDSB 11,287.184,5.597,10.2,3053
FSR 0107,287.262,1.537,13.2,3054
FSR 0067,287.4075,-13.9,16.8,3055
BDSB 131,287.6295,7.883,8.16,3060
NGC 6752,287.7165,-59.985,50.4,3062
Riddle 15,287.787,14.833,5.4,3063
NGC 6760,287.8005,1.03,22.8,3064
Berkeley 82,287.835,13.096,16.8,3065
FSR 0124,286.7325,13.245,12.6,3066
FSR 0123,287.913,12.05,14.4,3067
ASCC 101,288.3525,36.335,60,3070
ESO 282-26,288.435,-42.63,23.4,3071
