id,alpha,delta,diameter,minorAxis,Density,DCld
HMST 291.1-02.9,165.86661,-63.25642,12,12,C,DCld 291.1-02.9
HMST 291.2+01.1,169.06547,-59.61483,14,4,C,DCld 291.2+01.1
HMST 291.3-01.8,167.26359,-62.31634,16,3,A,DCld 291.3-01.8
HMST 291.4-00.9,168.04515,-61.50217,35,16,B,DCld 291.4-00.9
HMST 291.4-00.2,168.61937,-60.88441,4,2,A,DCld 291.4-00.2
HMST 291.4-04.2,165.28199,-64.5657,12,12,C,DCld 291.4-04.2
HMST 291.6+00.9,169.73242,-59.88211,6,4,C,DCld 291.6+00.9
HMST 291.6+00.0,169.12848,-60.72323,12,16,A,DCld 291.6+00.0
HMST 291.9-00.9,169.0658,-61.67484,22,12,B,DCld 291.9-00.9
HMST 292.0+02.1,171.20134,-58.94832,12,7,B,DCld 292.0+02.1
HMST 292.0-02.0,168.44299,-62.74757,12,16,C,DCld 292.0-02.0
HMST 292.1-00.9,169.53609,-61.79861,22,16,B,DCld 292.1-00.9
HMST 292.3-00.4,170.10523,-61.36744,16,16,B,DCld 292.3-00.4
HMST 292.3-03.7,167.66837,-64.48845,16,3,A,DCld 292.3-03.7
HMST 292.5+02.2,172.31848,-58.95912,16,5,C,DCld 292.5+02.2
HMST 292.7-03.3,168.75124,-64.22121,5,5,B,DCld 292.7-03.3
HMST 292.9+01.3,172.53015,-59.95593,3,3,B,DCld 292.9+01.3
HMST 293.0-04.4,168.39163,-65.3442,5,5,B,DCld 293.0-04.4
HMST 293.1+00.6,172.38947,-60.70751,1.5,1.5,A,DCld 293.1+00.6
HMST 293.1+00.3,172.27513,-61.0141,22,12,B,DCld 293.1+00.3
HMST 293.2-02.8,170.1706,-63.9225,12,5,B,DCld 293.2-02.8
HMST 293.2+00.4,172.4854,-60.9709,3,1,A,DCld 293.2+00.4
HMST 293.3-04.4,169.15281,-65.49493,7,5,C,DCld 293.3-04.4
HMST 293.3+00.1,172.54353,-61.22261,2,1,A,DCld 293.3+00.1
HMST 293.3-00.6,172.08734,-61.96064,7,3,B,DCld 293.3-00.6
HMST 293.3-00.9,171.96477,-62.16555,3,2.5,A,DCld 293.3-00.9
HMST 293.5-03.0,170.67016,-64.18625,7,7,B,DCld 293.5-03.0
HMST 293.5-00.8,172.3473,-62.19248,28,5,B,DCld 293.5-00.8
HMST 293.6-02.0,171.75907,-63.29874,3,3,B,DCld 293.6-02.0
HMST 294.0+06.3,177.03848,-55.49136,4,2,B,DCld 294.0+06.3
HMST 294.2+06.1,177.26492,-55.67308,5,3,C,DCld 294.2+06.1
HMST 294.2-19.0,146.51371,-78.58241,35,35,C,DCld 294.2-19.0
HMST 294.3-02.0,173.10458,-63.4913,8,6,B,DCld 294.3-02.0
HMST 294.3-00.8,173.88579,-62.36841,6,3,B,DCld 294.3-00.8
HMST 294.3+02.7,175.88002,-59.04265,3,2,A,DCld 294.3+02.7
HMST 294.3-00.1,174.38761,-61.74367,2,1,A,DCld 294.3-00.1
HMST 294.4-03.1,172.58763,-64.58764,22,22,C,DCld 294.4-03.1
HMST 294.4-00.9,174.1377,-62.53188,7,3,B,DCld 294.4-00.9
HMST 294.5-02.8,173.00918,-64.38791,4,4,A,DCld 294.5-02.8
HMST 294.5-01.6,173.85407,-63.24673,5,4,B,DCld 294.5-01.6
HMST 294.6-02.9,173.33711,-64.4931,28,4,B,DCld 294.6-02.9
HMST 294.7-02.1,174.04211,-63.7235,12,7,B,DCld 294.7-02.1
HMST 294.8-02.9,173.68619,-64.5783,3,5,A,DCld 294.8-02.9
HMST 294.9+00.1,175.71193,-61.73926,2,1,A,DCld 294.9+00.1
HMST 294.9-02.6,174.20476,-64.26025,28,16,C,DCld 294.9-02.6
HMST 295.0+00.8,176.20901,-61.08277,8,3,B,DCld 295.0+00.8
HMST 295.0+03.4,177.49758,-58.55148,6,4,A,DCld 295.0+03.4
HMST 295.0+01.3,176.55016,-60.56288,5,3,B,DCld 295.0+01.3
HMST 295.1-02.0,174.88772,-63.75891,3,5,B,DCld 295.1-02.0
HMST 295.2+00.0,176.82706,-60.94297,5,1,B,DCld 295.2+00.0
HMST 295.3-12.8,164.81429,-74.01018,12,12,B,DCld 295.3-12.8
HMST 295.4+00.5,177.00299,-61.43469,3,2,A,DCld 295.4+00.5
HMST 295.5+00.4,177.04074,-61.5097,2,2,A,DCld 295.5+00.4
HMST 295.7+00.0,177.86931,-61.04823,2,2,A,DCld 295.7+00.0
HMST 295.8-00.3,177.25417,-62.33975,12,7,B,DCld 295.8-00.3
HMST 296.1-02.5,176.79256,-64.52296,22,16,C,DCld 296.1-02.5
HMST 296.2-07.9,173.1943,-69.70636,16,12,C,DCld 296.2-07.9
HMST 296.2-15.8,162.66324,-77.0773,16,5,A,DCld 296.2-15.8
HMST 296.2-03.6,176.49184,-65.5662,14,4,B,DCld 296.2-03.6
HMST 296.4-02.9,177.17069,-64.99473,28,8,B,DCld 296.4-02.9
HMST 296.5-15.7,164.04362,-77.12422,16,12,A,DCld 296.5-15.7
HMST 296.8-14.5,167.32019,-76.17149,45,16,B,DCld 296.8-14.5
HMST 297.0-01.7,179.17518,-63.98176,4,2,B,DCld 297.0-01.7
HMST 297.0+02.3,180.98787,-60.0318,3,2,A,DCld 297.0+02.3
HMST 297.1-16.1,165.58949,-77.69953,18,8,A,DCld 297.1-16.1
HMST 297.2-15.1,167.62618,-76.82349,28,8,A,DCld 297.2-15.1
HMST 297.2-15.6,166.70155,-77.30082,100,45,B,DCld 297.2-15.6
HMST 297.3-15.6,167.02766,-77.36452,22,12,A,DCld 297.3-15.6
HMST 297.3+02.2,181.56776,-60.15342,3,1.5,A,DCld 297.3+02.2
HMST 297.7-02.8,180.43346,-65.15182,8,3,A,DCld 297.7-02.8
HMST 298.1-02.8,181.35139,-65.28844,5,3,B,DCld 298.1-02.8
HMST 298.3-13.1,174.62476,-75.29381,14,6,A,DCld 298.3-13.1
HMST 298.3-02.7,181.66712,-65.18674,22,3,B,DCld 298.3-02.7
HMST 298.3-04.5,180.94347,-66.90347,7,7,C,DCld 298.3-04.5
HMST 298.3-02.8,181.7851,-65.31173,4,1.5,A,DCld 298.3-02.8
HMST 298.7+03.4,184.5876,-59.22772,6,3,A,DCld 298.7+03.4
HMST 298.7+03.8,184.7215,-58.85267,16,8,B,DCld 298.7+03.8
HMST 299.0-04.0,182.89832,-66.55154,14,8,B,DCld 299.0-04.0
HMST 299.3+00.5,184.9662,-62.13924,45,16,B,DCld 299.3+00.5
HMST 299.4+05.4,186.28536,-57.32698,9,6,B,DCld 299.4+05.4
HMST 299.5+05.9,186.58249,-56.80683,3,2,B,DCld 299.5+05.9
HMST 299.6+05.6,186.66276,-57.09679,6,3,A,DCld 299.6+05.6
HMST 300.0-03.7,185.53551,-66.45235,3,2,A,DCld 300.0-03.7
HMST 300.1+04.6,187.46669,-58.13467,8,5,B,DCld 300.1+04.6
HMST 300.1-02.7,186.08006,-65.37376,24,2,B,DCld 300.1-02.7
HMST 300.2-03.5,186.05288,-66.17878,8,4,A,DCld 300.2-03.5
HMST 300.2+05.0,187.77662,-57.77614,7,4,C,DCld 300.2+05.0
HMST 300.2-16.9,178.6309,-79.46338,22,16,C,DCld 300.2-16.9
HMST 300.6-03.1,187.0755,-65.89991,9,4,A,DCld 300.6-03.1
HMST 300.6-03.0,187.14231,-65.72987,16,3,B,DCld 300.6-03.0
HMST 300.7-01.0,187.71268,-63.80786,16,16,A,DCld 300.7-01.0
HMST 300.7-01.5,187.64699,-64.31457,7,3,C,DCld 300.7-01.5
HMST 300.7+05.2,188.67051,-57.62222,12,8,C,DCld 300.7+05.2
HMST 300.9-02.6,187.97475,-65.3627,55,22,B,DCld 300.9-02.6
HMST 300.9-01.0,188.26818,-63.84084,55,5,A,DCld 300.9-01.0
HMST 301.0-08.6,186.87967,-71.42003,150,12,A,DCld 301.0-08.6
HMST 301.0-15.8,183.48568,-78.57475,12,5,A,DCld 301.0-15.8
HMST 301.2-00.4,189.07788,-63.21027,5,2,A,DCld 301.2-00.4
HMST 301.4-07.9,188.11389,-70.75429,6,2,A,DCld 301.4-07.9
HMST 301.5-07.7,188.5895,-70.48064,4,2,A,DCld 301.5-07.7
HMST 301.5-02.8,189.47061,-65.63332,16,8,B,DCld 301.5-02.8
HMST 301.6-07.8,188.78915,-70.66383,22,4,A,DCld 301.6-07.8
HMST 301.6+07.6,190.54039,-55.23576,8,4,A,DCld 301.6+07.6
HMST 301.6+04.7,190.36397,-58.15925,8,6,B,DCld 301.6+04.7
HMST 301.6-01.4,189.86449,-64.253,22,3,C,DCld 301.6-01.4
HMST 301.7-06.7,189.2337,-69.51184,7,6,A,DCld 301.7-06.7
HMST 301.7-16.6,186.40228,-79.38197,28,12,B,DCld 301.7-16.6
HMST 301.7-07.2,189.28738,-69.99847,7,2,A,DCld 301.7-07.2
HMST 301.7-02.6,189.91606,-65.4413,5,2,A,DCld 301.7-02.6
HMST 301.7-02.6,189.91606,-65.4413,40,35,B,DCld 301.7-02.6
HMST 301.7+07.7,190.76258,-55.1739,7,3,A,DCld 301.7+07.7
HMST 301.8-04.5,189.80741,-67.31306,4,3,B,DCld 301.8-04.5
HMST 302.0+00.8,190.7852,-62.10056,16,4,B,DCld 302.0+00.8
HMST 302.0-17.7,187.55329,-80.53801,16,3,A,DCld 302.0-17.7
HMST 302.0-07.0,190.22789,-69.87106,4,1.5,A,DCld 302.0-07.0
HMST 302.1+07.4,191.41775,-55.42331,14,3,A,DCld 302.1+07.4
HMST 302.3-17.7,188.95539,-80.5471,12,4,A,DCld 302.3-17.7
HMST 302.3-17.7,188.95539,-80.5471,65,35,B,DCld 302.3-17.7
HMST 302.3-03.7,191.32403,-66.51843,7,7,B,DCld 302.3-03.7
HMST 302.4+01.4,191.70316,-61.45139,12,12,B,DCld 302.4+01.4
HMST 302.5-17.5,190.25641,-80.32944,5,1,A,DCld 302.5-17.5
HMST 302.6-02.2,191.98538,-65.06446,16,12,C,DCld 302.6-02.2
HMST 302.6-15.9,191.14429,-78.80366,6,3,A,DCld 302.6-15.9
HMST 302.6-06.4,191.96196,-69.24783,5,3,A,DCld 302.6-06.4
HMST 302.7-02.9,192.17912,-65.81928,12,12,B,DCld 302.7-02.9
HMST 302.7+04.7,192.47181,-58.19396,16,4,B,DCld 302.7+04.7
HMST 302.8-16.8,192.19219,-79.65603,3,3,A,DCld 302.8-16.8
HMST 302.8+01.3,192.59901,-61.58384,35,35,B,DCld 302.8+01.3
HMST 302.9-14.1,192.59867,-76.92392,12,5,A,DCld 302.9-14.1
HMST 302.9-16.8,192.60203,-79.63729,5,2,A,DCld 302.9-16.8
HMST 302.9+00.2,192.87307,-62.64022,35,12,B,DCld 302.9+00.2
HMST 303.0-16.6,193.18639,-79.46335,100,22,B,DCld 303.0-16.6
HMST 303.0-17.5,193.35113,-80.38819,14,3,A,DCld 303.0-17.5
HMST 303.0-14.3,193.26624,-77.12656,12,12,A,DCld 303.0-14.3
HMST 303.1-16.1,193.78562,-78.95436,8,7,A,DCld 303.1-16.1
HMST 303.1+08.1,193.22798,-54.76482,5,5,C,DCld 303.1+08.1
HMST 303.2-13.8,193.79286,-76.69932,8,6,A,DCld 303.2-13.8
HMST 303.2-01.2,193.37283,-64.08136,12,12,B,DCld 303.2-01.2
HMST 303.2-17.3,194.23865,-80.19721,6,3,A,DCld 303.2-17.3
HMST 303.3-00.5,193.57901,-63.33947,22,22,A,DCld 303.3-00.5
HMST 303.3+01.3,193.58659,-61.55112,12,3,A,DCld 303.3+01.3
HMST 303.3-16.3,194.79833,-79.12487,6,3,A,DCld 303.3-16.3
HMST 303.3-14.3,194.5694,-77.20177,110,65,A,DCld 303.3-14.3
HMST 303.4-01.6,193.95997,-64.47071,12,12,B,DCld 303.4-01.6
HMST 303.5-14.4,195.26855,-77.2676,9,5,A,DCld 303.5-14.4
HMST 303.6+01.4,194.20824,-61.47542,5,5,A,DCld 303.6+01.4
HMST 303.6+00.9,194.26109,-61.94202,9,3,A,DCld 303.6+00.9
HMST 303.6-14.5,195.81177,-77.38359,3,3,A,DCld 303.6-14.5
HMST 303.6-03.3,194.59408,-66.13999,35,5,B,DCld 303.6-03.3
HMST 303.7-03.5,194.65923,-66.40991,5,2,B,DCld 303.7-03.5
HMST 303.7-14.5,196.28014,-77.39965,6,5,A,DCld 303.7-14.5
HMST 303.7-14.8,196.35185,-77.67957,3,3,A,DCld 303.7-14.8
HMST 303.7-15.0,196.47266,-77.87941,4,3,A,DCld 303.7-15.0
HMST 303.7-15.2,196.62657,-78.03921,4,4,A,DCld 303.7-15.2
HMST 303.8+01.3,194.71296,-61.54816,190,65,B,DCld 303.8+01.3
HMST 303.8+01.4,194.72948,-61.49314,8,4,A,DCld 303.8+01.4
HMST 303.8+01.5,194.72867,-61.33814,3,5,A,DCld 303.8+01.5
HMST 303.8-14.2,196.73326,-77.01571,14,6,A,DCld 303.8-14.2
HMST 303.8-03.8,195.12478,-66.70435,22,12,B,DCld 303.8-03.8
HMST 303.9-01.3,195.03092,-64.15778,12,8,B,DCld 303.9-01.3
HMST 304.1-01.5,195.44422,-64.3106,5,5,A,DCld 304.1-01.5
HMST 304.1-01.1,195.52997,-63.91716,7,7,B,DCld 304.1-01.1
HMST 304.2-00.7,195.7884,-63.55516,8,3,B,DCld 304.2-00.7
HMST 304.2+01.7,195.57222,-61.12876,9,9,A,DCld 304.2+01.7
HMST 304.3+01.2,195.64636,-61.617,12,6,B,DCld 304.3+01.2
HMST 304.4+00.2,196.01359,-62.58987,35,12,B,DCld 304.4+00.2
HMST 304.7-00.3,196.83266,-63.11544,100,45,C,DCld 304.7-00.3
HMST 304.8+01.5,196.84255,-61.35375,7,7,B,DCld 304.8+01.5
HMST 304.9+00.6,197.13379,-62.23502,22,16,A,DCld 304.9+00.6
HMST 305.0-03.6,197.97331,-66.39219,12,5,B,DCld 305.0-03.6
HMST 305.1-03.3,198.13462,-66.07028,5,3,B,DCld 305.1-03.3
HMST 305.1-02.3,198.10086,-65.08199,3,3,B,DCld 305.1-02.3
HMST 305.2-01.6,198.07455,-64.42869,12,5,B,DCld 305.2-01.6
HMST 305.2+01.2,197.6003,-61.57269,14,7,B,DCld 305.2+01.2
HMST 305.8-01.3,199.443,-64.07327,16,5,B,DCld 305.8-01.3
HMST 305.9-01.9,199.8554,-64.58762,7,5,A,DCld 305.9-01.9
HMST 306.0-02.5,200.09247,-65.21724,5,3,B,DCld 306.0-02.5
HMST 306.1+00.0,199.69703,-62.69952,6,4,A,DCld 306.1+00.0
HMST 306.2+00.1,199.88091,-62.55756,6,2,A,DCld 306.2+00.1
HMST 306.2-00.3,200.09863,-62.98721,12,5,B,DCld 306.2-00.3
HMST 306.3+00.2,200.21274,-62.52702,35,35,A,DCld 306.3+00.2
HMST 306.5+05.0,199.45029,-57.67489,12,6,B,DCld 306.5+05.0
HMST 306.6-01.1,201.21889,-63.71534,6,3,B,DCld 306.6-01.1
HMST 306.8+00.6,201.1794,-61.98706,6,6,B,DCld 306.8+00.6
HMST 306.9-01.4,201.84822,-64.02258,22,3,C,DCld 306.9-01.4
HMST 306.9-00.1,201.46636,-62.65824,28,12,B,DCld 306.9-00.1
HMST 306.9-01.8,202.13801,-64.42707,35,22,C,DCld 306.9-01.8
HMST 307.1+06.5,200.38604,-56.13836,5,3,B,DCld 307.1+06.5
HMST 307.2-01.0,202.37389,-63.56997,5,5,B,DCld 307.2-01.0
HMST 307.2+01.3,201.78715,-61.24767,16,5,C,DCld 307.2+01.3
HMST 307.2+00.1,202.21703,-62.45858,4,3,A,DCld 307.2+00.1
HMST 307.3+02.9,201.45268,-59.71491,3,3,A,DCld 307.3+02.9
HMST 307.4+06.6,200.78378,-55.99436,7,4,C,DCld 307.4+06.6
HMST 307.4+06.4,200.87321,-56.24088,4,4,B,DCld 307.4+06.4
HMST 307.4+04.4,201.34615,-58.18508,6,3,B,DCld 307.4+04.4
HMST 307.4+05.3,201.13506,-57.28377,1.5,1.5,A,DCld 307.4+05.3
HMST 307.7-01.4,203.71362,-63.85415,12,1,B,DCld 307.7-01.4
HMST 307.9-00.8,203.87553,-63.20716,4,3,B,DCld 307.9-00.8
HMST 308.0+02.1,203.08235,-60.34531,16,1,A,DCld 308.0+02.1
HMST 308.0-01.2,204.33355,-63.62128,22,12,B,DCld 308.0-01.2
HMST 308.0-00.2,204.0339,-62.61185,16,12,B,DCld 308.0-00.2
HMST 308.1+14.2,200.46022,-48.35654,12,12,C,DCld 308.1+14.2
HMST 308.2-00.8,204.68197,-63.14559,35,16,B,DCld 308.2-00.8
HMST 308.3+05.8,202.52858,-56.67297,22,7,C,DCld 308.3+05.8
HMST 308.4-00.2,204.79394,-62.54869,1,3,B,DCld 308.4-00.2
HMST 308.5+01.3,204.33122,-61.06126,12,1,B,DCld 308.5+01.3
HMST 308.5+00.3,204.72196,-62.03383,22,7,B,DCld 308.5+00.3
HMST 308.6+00.1,205.03872,-62.2132,35,3,B,DCld 308.6+00.1
HMST 308.6-01.5,205.75267,-63.85176,65,35,B,DCld 308.6-01.5
HMST 309.0+02.9,204.87222,-59.4135,8,6,B,DCld 309.0+02.9
HMST 309.3+06.2,204.23682,-56.15474,22,7,C,DCld 309.3+06.2
HMST 309.3+02.2,205.7168,-60.03179,35,16,C,DCld 309.3+02.2
HMST 309.3+07.2,204.01666,-55.12849,28,7,C,DCld 309.3+07.2
HMST 309.4-01.9,207.75545,-64.01246,16,1,B,DCld 309.4-01.9
HMST 309.5-00.9,207.3536,-63.02167,45,28,C,DCld 309.5-00.9
HMST 309.7-05.4,210.50133,-67.32782,4,3,B,DCld 309.7-05.4
HMST 309.7-00.0,208.00535,-63.06189,5,5,B,DCld 309.7-00.0
HMST 310.2-01.6,209.2761,-63.58066,5,3,B,DCld 310.2-01.6
HMST 310.2-01.9,209.56516,-63.85499,8,4,B,DCld 310.2-01.9
HMST 310.4-22.2,248.45068,-81.65268,22,5,A,DCld 310.4-22.2
HMST 310.4+02.3,207.79239,-59.75066,12,1,B,DCld 310.4+02.3
HMST 310.4+03.9,207.16196,-58.11537,14,7,C,DCld 310.4+03.9
HMST 310.5+05.8,206.48982,-56.27013,22,22,C,DCld 310.5+05.8
HMST 310.5-02.0,210.26321,-63.88833,22,3,B,DCld 310.5-02.0
HMST 310.6+05.3,206.9715,-56.7741,22,16,C,DCld 310.6+05.3
HMST 310.6-02.4,210.8092,-64.19201,5,3,B,DCld 310.6-02.4
HMST 310.7-21.0,243.56958,-80.60692,16,3,A,DCld 310.7-21.0
HMST 310.9-01.4,210.61134,-63.14581,3,3,B,DCld 310.9-01.4
HMST 311.3+06.1,207.77422,-55.839,22,16,C,DCld 311.3+06.1
HMST 311.4-19.4,239.81404,-79.04395,22,4,B,DCld 311.4-19.4
HMST 311.5+02.6,209.65452,-59.13305,3,2,B,DCld 311.5+02.6
HMST 311.6-21.8,250.65015,-80.49898,12,8,B,DCld 311.6-21.8
HMST 311.7-00.3,211.77288,-61.89792,12,8,B,DCld 311.7-00.3
HMST 311.9+02.6,210.37931,-59.00798,8,2,B,DCld 311.9+02.6
HMST 311.9+08.4,207.93,-53.42696,28,12,C,DCld 311.9+08.4
HMST 312.1+02.8,210.75467,-58.7604,14,3,B,DCld 312.1+02.8
HMST 312.3+03.1,211.06247,-58.46797,7,2,B,DCld 312.3+03.1
HMST 312.5+03.0,211.386,-58.52384,7,4,B,DCld 312.5+03.0
HMST 312.5-22.6,257.69017,-80.19295,35,12,A,DCld 312.5-22.6
HMST 312.8+03.2,211.8155,-58.24276,6,5,B,DCld 312.8+03.2
HMST 313.1-28.7,294.96768,-80.86239,60,45,B,DCld 313.1-28.7
HMST 313.3+03.7,212.40137,-57.63126,3,2,B,DCld 313.3+03.7
HMST 313.3-00.3,215.01197,-61.37438,20,20,B,DCld 313.3-00.3
HMST 313.6+03.6,213.00865,-57.54302,35,22,B,DCld 313.6+03.6
HMST 313.6+03.7,212.99519,-57.44472,14,5,A,DCld 313.6+03.7
HMST 313.7+03.5,213.32814,-57.62885,3,3,A,DCld 313.7+03.5
HMST 314.0-22.3,259.72288,-78.88288,16,12,A,DCld 314.0-22.3
HMST 314.0-22.3,259.72288,-78.88288,220,22,B,DCld 314.0-22.3
HMST 314.1+03.6,213.8801,-57.45906,12,12,C,DCld 314.1+03.6
HMST 314.8-05.1,222.11926,-65.26493,12,5,A,DCld 314.8-05.1
HMST 315.1-29.0,295.71981,-79.06678,28,12,B,DCld 315.1-29.0
HMST 315.6+04.8,215.79731,-55.76378,14,6,C,DCld 315.6+04.8
HMST 315.7-02.4,221.34214,-62.43067,22,8,C,DCld 315.7-02.4
HMST 315.7-03.1,221.98448,-63.00363,18,14,B,DCld 315.7-03.1
HMST 315.8-27.5,287.53619,-78.60067,2,2,A,DCld 315.8-27.5
HMST 315.8-27.5,287.73909,-78.60139,3,1,A,DCld 315.8-27.5
HMST 316.0+04.9,216.30283,-55.58736,16,4,B,DCld 316.0+04.9
HMST 316.0-04.0,223.53961,-63.67026,16,3,A,DCld 316.0-04.0
HMST 316.1+04.7,216.63547,-55.76308,12,7,B,DCld 316.1+04.7
HMST 316.1-03.1,222.72872,-62.83123,14,12,B,DCld 316.1-03.1
HMST 316.2+05.1,216.51029,-55.35343,12,5,A,DCld 316.2+05.1
HMST 316.3+04.9,216.7417,-55.45943,4,3,A,DCld 316.3+04.9
HMST 316.3+04.8,216.97727,-55.56042,12,3,C,DCld 316.3+04.8
HMST 316.5+21.2,209.38228,-39.9052,60,22,A,DCld 316.5+21.2
HMST 316.5-04.0,224.5642,-63.46183,16,2,A,DCld 316.5-04.0
HMST 316.5+03.2,218.41144,-56.97624,5,3,C,DCld 316.5+03.2
HMST 316.6-05.2,225.90498,-64.53063,4,2,A,DCld 316.6-05.2
HMST 316.7-04.7,225.63429,-63.95321,5,2,B,DCld 316.7-04.7
HMST 316.8-03.6,224.67718,-62.9381,12,3,A,DCld 316.8-03.6
HMST 316.9-04.5,225.73488,-63.70952,3,2,A,DCld 316.9-04.5
HMST 316.9-04.9,226.30049,-64.13258,4,2,A,DCld 316.9-04.9
HMST 316.9-02.1,223.33944,-61.60086,5,1.5,A,DCld 316.9-02.1
HMST 316.9-05.4,226.80677,-64.5075,40,5,A,DCld 316.9-05.4
HMST 316.9-03.8,225.08297,-63.1234,18,14,A,DCld 316.9-03.8
HMST 317.0-04.6,226.16865,-63.80136,6,3,A,DCld 317.0-04.6
HMST 317.0-04.1,225.65317,-63.35146,12,4,A,DCld 317.0-04.1
HMST 317.1-04.3,225.98745,-63.51698,14,3,A,DCld 317.1-04.3
HMST 317.1-02.6,224.17105,-61.96144,12,4,A,DCld 317.1-02.6
HMST 317.2-05.1,227.17714,-64.11952,7,5,B,DCld 317.2-05.1
HMST 317.2+06.1,217.58383,-54.01531,26,9,B,DCld 317.2+06.1
HMST 317.3+03.1,219.69941,-56.69567,22,22,C,DCld 317.3+03.1
HMST 317.3-04.8,227.04964,-63.79995,22,5,B,DCld 317.3-04.8
HMST 317.6-28.7,293.21578,-76.9575,5,4,B,DCld 317.6-28.7
HMST 317.7+02.3,220.9584,-57.26844,9,3,B,DCld 317.7+02.3
HMST 317.8-01.1,224.04665,-60.30515,16,7,B,DCld 317.8-01.1
HMST 317.9+07.1,217.9553,-52.84753,22,14,B,DCld 317.9+07.1
HMST 317.9-01.3,224.50101,-60.4203,22,12,B,DCld 317.9-01.3
HMST 318.0+03.8,220.42809,-55.82007,3,2,C,DCld 318.0+03.8
HMST 318.2-02.3,225.96754,-61.23698,24,22,C,DCld 318.2-02.3
HMST 318.2-00.6,224.35234,-59.65411,14,3,B,DCld 318.2-00.6
HMST 318.2-04.3,228.14059,-62.87272,100,65,B,DCld 318.2-04.3
HMST 318.3-00.7,224.58426,-59.75833,5,5,B,DCld 318.3-00.7
HMST 318.7+02.0,222.86745,-57.11231,12,2,B,DCld 318.7+02.0
HMST 318.7+16.9,213.81408,-43.35576,26,18,A,DCld 318.7+16.9
HMST 318.8-04.4,229.38221,-62.65823,3,2,A,DCld 318.8-04.4
HMST 319.2+01.6,224.00087,-57.30691,22,8,C,DCld 319.2+01.6
HMST 319.3-05.2,231.1291,-63.05678,3,1,A,DCld 319.3-05.2
HMST 319.3-03.5,229.18501,-61.64391,16,14,B,DCld 319.3-03.5
HMST 319.4+02.2,223.80892,-56.62753,22,4,B,DCld 319.4+02.2
HMST 319.6+02.3,224.14678,-56.4964,4,3,A,DCld 319.6+02.3
HMST 319.6-04.4,230.7706,-62.22143,6,4,C,DCld 319.6-04.4
HMST 319.8+01.6,225.0823,-56.99325,18,5,A,DCld 319.8+01.6
HMST 319.9-01.8,228.37536,-59.93679,20,12,A,DCld 319.9-01.8
HMST 319.9-02.2,228.80697,-60.22691,3,1,A,DCld 319.9-02.2
HMST 319.9-04.8,231.80033,-62.38757,3,2,A,DCld 319.9-04.8
HMST 320.1-01.5,228.47882,-59.54975,8,6,B,DCld 320.1-01.5
HMST 320.1-04.3,231.61226,-61.93326,3,1,A,DCld 320.1-04.3
HMST 320.2+00.4,226.82204,-57.80892,3,2,C,DCld 320.2+00.4
HMST 320.4-00.0,227.56729,-58.11297,16,7,B,DCld 320.4-00.0
HMST 320.5-03.5,231.26209,-61.02788,2,1,A,DCld 320.5-03.5
HMST 320.5-03.6,231.43953,-61.11889,3,2,A,DCld 320.5-03.6
HMST 320.7-03.6,231.75251,-61.04104,14,14,A,DCld 320.7-03.6
HMST 320.7-04.4,232.63809,-61.64102,12,5,B,DCld 320.7-04.4
HMST 320.7-01.7,229.70787,-59.36194,14,2,A,DCld 320.7-01.7
HMST 320.7-02.0,230.06783,-59.63395,6,4,A,DCld 320.7-02.0
HMST 320.8+05.1,223.77619,-53.39925,3,3,B,DCld 320.8+05.1
HMST 320.9-02.1,230.39825,-59.59773,3,1,A,DCld 320.9-02.1
HMST 321.0-03.8,232.44755,-61.01506,12,6,B,DCld 321.0-03.8
