N,id,alpha,delta,magU,magB,magV,magR,magI,Spectral_type,diameter,minAxis,posAngle,axisRatio,Notes,Common name,Other name
2133,BMP J1613-5406,243.2583,-54.1089,,,,,,,5.58,3.58,0,1.5586592178771,,,
2134,PN G328.2-03.9,243.465,-56.5544,,,,,,,0.18,0.15,0,1.2,,,
2135,PN G334.4+02.3,243.71753543973,-47.7029747586,,,,,,,0.2,0.18,0,1.11111111111111,,,
2136,PN G332.0-01.0,244.6783,-51.7958,,,,,,,0.07,0.07,0,1,,,
2137,PN G328.7-04.6,244.9787,-56.6372,,,,,,,0.17,0.17,0,1,,,
2138,PN G347.0+12.9,245.4079,-31.3581,,,,,,,0.63,0.45,0,1.4,,,
2139,PN G332.4-01.4,245.6417,-51.7489,,,,,,,0.87,0.55,0,1.58181818181818,,,
2140,WRAY 15-1469,246.012129,-52.834886,,,16.2,,,,0.15,0.15,0,1,,,
2141,PN G337.7+02.4,246.9725,-45.2608,,,,,,,0.13,0.1,0,1.3,,,
2142,PN G334.3-02.3,248.6708,-51.035,,,,,,,0.15,0.12,0,1.25,,,
2143,Sz 138,248.793267,-44.977894,,18.31,,16.44,18.17,,0.12,0.12,0,1,,,
2144,PN G338.6+01.1,249.2446,-45.4914,,,,,,,0.18,0.15,0,1.2,,,
2145,PN G352.3+12.2,250.04404,-27.95942,,,,,,,0.17,0.17,0,1,,,
2146,BMP J1643-5129,250.84860134578,-51.49130359103,,,,,,,0.13,0.13,0,1,,,
2147,PN G343.6+03.7 a,251.085,-40.0369,,,,,,,1,0.77,0,1.2987012987013,,,
2148,PN G337.3-02.3,251.8204,-48.7797,,,,,,,0.1,0.1,0,1,,,
2149,PN G338.4-02.0,252.54091154776,-47.78466763236,,,,,,,0.08,0.08,0,1,,,
2150,PN G344.0+02.5,252.58425,-40.50086,,,,,,,0.15,0.15,0,1,,,
2151,BMP J1651-3930,252.92211926442,-39.50763238291,,,,,,,5.25,5.08,0,1.03346456692913,,,
2152,PN G338.4-02.7,253.3012,-48.2019,,,,,,,0.13,0.13,0,1,,,
2153,PN G345.9+03.0 a,253.6358,-38.7508,,,,,,,0.33,0.32,0,1.03125,,,
2154,PN G352.8+08.4,253.71924677832,-30.01446369937,,,,,,,0.17,0.17,0,1,,,
2155,PN G350.3+06.4,253.755,-33.1697,,,,,,,0.17,0.15,0,1.13333333333333,,,
2156,PN G345.8+02.4,254.167158,-39.210269,,,,,,,0.07,0.07,0,1,,,
2157,MPA J1657-4633,254.27599088699,-46.56634699675,,,,,,,0.12,0.12,0,1,,,
2158,PN G341.5-01.1,254.3054,-44.7883,,,,,,,0.85,0.22,0,3.86363636363636,,,
2159,PN G337.2-04.6,254.4988,-50.2922,,,,,,,0.12,0.12,0,1,,,
2160,MPA J1658-5341,254.57104363558,-53.69584630366,,,,,,,0.18,0.17,0,1.05882352941176,,,
2161,PN G336.5-05.8,255.2446,-51.6119,,,,,,,0.3,0.15,0,2,,,
2162,PN G342.1-02.0,255.85,-44.8417,,,,,,,0.15,0.13,0,1.15384615384615,,,
2163,PN G341.9-02.8,256.605,-45.4511,,,,,,,0.13,0.12,0,1.08333333333333,,,
2164,PN G342.7-02.3,256.7054,-44.5764,,,,,,,0.27,0.18,0,1.5,,,
2165,PN G354.0+04.8,257.9042,-31.2058,,,,,,,0.12,0.1,0,1.2,,,
2166,PN G346.8-00.7,258.295171,-40.265614,,,,,,,0.12,0.08,0,1.5,,,
2167,PN G355.6+05.1,258.7012,-29.7797,,,,,,,0.17,0.15,0,1.13333333333333,,,
2168,PN G344.8-02.6,258.8162,-43.065,,,,,,,0.12,0.12,0,1,,,
2169,PN G348.0-00.3,258.8171,-39.0633,,,,,,,1.3,1.2,0,1.08333333333333,,,
2170,BMP J1716-2313,259.08692,-23.23217,,,,,,,2.97,2.15,0,1.38139534883721,,,
2171,PN G000.7+08.0,259.2875,-23.9414,,,,,,,0.2,0.17,0,1.17647058823529,,,
2172,PN G347.8-01.1,259.45625,-39.76586,,,,,,,0.1,0.1,0,1,,,
2173,PN G344.4-03.5,259.47181315242,-43.86616733509,,,,,,,0.12,0.12,0,1,,,
2174,PN G353.6+02.6,259.7925,-32.7897,,,,,,,0.13,0.12,0,1.08333333333333,,,
2175,PN G344.8-03.5,259.8067,-43.6094,,,,,,,0.1,0.1,0,1,,,
2176,MPA J1719-3043,259.833626302457,-30.7278652400078,,15.975,15.425,15.729,15.066,,1.08,1.08,0,1,,,
2177,PN G359.7+06.0,260.4921,-25.9067,,,,,,,0.23,0.2,0,1.15,,,
2178,PN G356.2+02.7,261.3892,-30.5658,,,,,,,0.08,0.08,0,1,,,
2179,PN G348.7-02.5,261.6429,-39.8392,,,,,,,0.08,0.08,0,1,,,
2180,PN G349.6-02.1,261.9033,-38.8525,,,,,,,0.12,0.12,0,1,,,
2181,PN G355.8+01.7,262.1296,-31.5358,,,,,,,0.07,0.07,0,1,,,
2182,PN G356.9+02.2,262.3462,-30.2803,,,,,,,0.12,0.1,0,1.2,,,
2183,PN G348.3-03.6,262.49,-40.7297,,,,,,,1.17,0.8,0,1.4625,,,
2184,PN G343.3-07.5,263.3658,-46.9661,,,,,,,0.23,0.23,0,1,,,
2185,PN G351.8-02.7,264.0421,-37.2856,,,,,,,0.1,0.1,0,1,,,
2186,PN G350.8-03.6,264.2717,-38.6214,,,,,,,0.13,0.13,0,1,,,
2187,PN G008.3+07.1,264.5646,-18.1406,,,,,,,0.78,0.73,0,1.06849315068493,,,
2188,PN G345.6-07.4,265.0262,-45.0728,,,,,,,0.07,0.07,0,1,,,
2189,PN G354.9-02.8,266.1813,-34.7406,,,,,,,0.17,0.15,0,1.13333333333333,,,
2190,PN G356.3-02.6,266.8646,-33.4439,,,,,,,0.27,0.18,0,1.5,,,
2191,PN G002.0+00.7,266.8679,-26.83,,,,,,,0.07,0.07,0,1,,,
2192,PN G004.2+02.0 a,266.9083,-24.2408,,,,,,,0.45,0.42,0,1.07142857142857,,,
2193,PN G004.5+02.0,267.08858,-24.03722,,,,,,,0.17,0.12,0,1.41666666666667,,,
2194,PN G003.5+01.3,267.17338526293,-25.19254358054,,,,,,,0.08,0.07,0,1.14285714285714,,,
2195,PN G354.7-03.9,267.2025,-35.5083,,,,,,,0.23,0.23,0,1,,,
2196,PN G006.7+03.2,267.26,-21.4686,,,,,,,0.35,0.25,0,1.4,,,
2197,PN G004.6+01.8,267.3117,-23.945,,,,,,,0.5,0.37,0,1.35135135135135,,,
2198,PN G005.8+02.2 a,267.5862,-22.8067,,,,,,,0.33,0.17,0,1.94117647058824,,,
2199,PN G356.5-03.4,267.8363,-33.6536,,,,,,,0.15,0.15,0,1,,,
2200,PN G006.3+02.2,267.916716872268,-22.3884328795725,,,,,,,0.13,0.13,0,1,,,
2201,PN G006.9+01.5,268.9029,-22.2131,,,,,,,0.07,0.07,0,1,,,
2202,PN G356.7-04.7,269.2525,-34.1781,,,,,,,0.17,0.13,0,1.30769230769231,,,
2203,PN G008.4+01.7,269.4929,-20.7483,,,,,,,0.57,0.52,0,1.09615384615385,,,
2204,PN G355.4-05.7,269.4979,-35.7994,,,,,,,0.65,0.6,0,1.08333333333333,,,
2205,BMP J1758-2031,269.5646,-20.5269,,,,,,,0.58,0.53,0,1.09433962264151,,,
2206,BMP J1759-3321,269.938367592112,-33.3535186493425,,,,,,,9.5,6.25,0,1.52,,,
2207,PN G010.6+02.4,270.0342,-18.5761,,,,,,,0.15,0.15,0,1,,,
2208,BMP J1800-3407,270.1104,-34.1303,,,,,,O(H)4-5Vz,0.73,0.38,0,1.92105263157895,,,
2209,PN G355.5-06.3,270.201,-36.00864,,,,,,,0.45,0.4,0,1.125,,,
2210,PN G014.7+04.3,270.4437,-14.0386,,,,,,,0.08,0.08,0,1,,,
2211,PN G012.4+02.4,270.9796,-16.9561,,,,,,,0.18,0.18,0,1,,,
2212,PN G012.9+02.6,271.043811882188,-16.4623967765929,,,,,,,0.17,0.17,0,1,,,
2213,PN G012.9+02.4,271.22049169359,-16.56422523612,,,,,,,0.1,0.1,0,1,,,
2214,PN G012.5+02.1,271.2396,-16.9814,,,,,,,0.13,0.08,0,1.625,,,
2215,PN G359.4-05.6,271.7792,-32.2561,,,,,,,0.37,0.32,0,1.15625,,,
2216,PN G015.1+02.8,271.9133,-14.4247,,,,,,,0.07,0.07,0,1,,,
2217,BMP J1808-1406,272.146226824722,-14.1119308693008,,,,,,,7.83,7.83,0,1,,,
2218,PN G010.0-02.0,273.9042,-21.2225,,,,,,,0.13,0.13,0,1,,,
2219,PN G007.2-03.6,274.0008,-24.4594,,,,,,,0.2,0.17,0,1.17647058823529,,,
2220,PN G010.7-02.3,274.5183,-20.7372,,,,,,,0.22,0.15,0,1.46666666666667,,,
2221,PN G018.1+01.5,274.6121,-12.4042,,,,,,,0.27,0.18,0,1.5,,,
2222,PN G017.5+01.0,274.7596,-13.1178,,,,,,,0.1,0.08,0,1.25,,,
2223,PN G006.9-05.1,275.2404,-25.4061,,,,,,,0.35,0.27,0,1.2962962962963,,,
2224,PN G019.1+00.8,275.7238,-11.8858,,,,,,,0.18,0.18,0,1,,,
2225,BMP J1827-0611,276.8183,-6.1975,,,,,,,2.35,2.23,0,1.05381165919283,,,
2226,PN G025.6+02.8,276.98915579253,-5.17306024003,,,,,,,0.17,0.17,0,1,,,
2227,PN G016.7-01.8,277.01032447336,-15.272633078,,,,,,,0.33,0.33,0,1,,,
2228,PN G017.2-01.7,277.1275,-14.6894,,,,,,,0.08,0.08,0,1,,,
2229,PN G024.2+01.8,277.2,-6.8667,,,,,,,0.12,0.12,0,1,,,
2230,PN G018.8-01.6,277.8362,-13.3272,,,,,,,0.12,0.1,0,1.2,,,
2231,PN G012.8-04.7,277.84562531481,-20.03558380961,,,,,,,0.17,0.12,0,1.41666666666667,,,
2232,PN G024.4+00.9,278.09532911872,-7.1159853349,,,,,,,0.25,0.22,0,1.13636363636364,,,
2233,PN G011.0-06.4,278.6146,-22.3683,,,,,,,0.97,0.92,0,1.05434782608696,,,
2234,PN G029.0+02.2,279.04458509077,-2.45387044039,,,,,,,0.17,0.17,0,1,,,
2235,PN G020.5-02.9,279.7871,-12.32,,,,,,,0.12,0.12,0,1,,,
2236,PN G032.5+03.2,279.79929,1.10683,,19.6,17,15.4,18.39,,0.17,0.17,0,1,,,
2237,PN G023.9-01.2,279.8633,-8.6192,,,,,,,0.17,0.15,0,1.13333333333333,,,
2238,PN G022.8-01.9,279.9362,-9.8875,,,,,,,0.18,0.13,0,1.38461538461538,,,
2239,PN G027.8+00.5,280.1054,-4.2594,,,,,,,0.25,0.1,0,2.5,,,
2240,PN G026.8-00.1,280.2054,-5.4956,,,,,,,0.12,0.08,0,1.5,,,
2241,PN G030.2+01.5,280.2687,-1.6803,,,,,,,0.17,0.13,0,1.30769230769231,,,
2242,PN G023.7-01.9,280.3458,-9.0683,,,,,,,0.12,0.12,0,1,,,
2243,PN G023.2-02.6,280.74045,-9.83065,,,,,,,0.15,0.15,0,1,,,
2244,MPA J1843-0556,280.9912,-5.9389,,,,,,,0.22,0.17,0,1.29411764705882,,,
2245,PN G027.8-00.7,281.2067,-4.9,,,,,,,0.12,0.12,0,1,,,
2246,PN G027.7-02.1,282.3721,-5.6267,,,,,,,0.18,0.13,0,1.38461538461538,,,
2247,PN G032.3-00.5,283.1004,-0.7461,,,,,,,0.08,0.08,0,1,,,
2248,PN G032.5-00.4,283.106521,-0.557331,,,,,,,0.15,0.15,0,1,,,
2249,PN G031.1-01.3,283.23283,-2.18236,,,,,,,0.13,0.12,0,1.08333333333333,,,
2250,PN G029.4-02.3,283.3775,-4.2358,,,,,,,0.1,0.1,0,1,,,
2251,MPA J1854-1420,283.5612,-14.3386,,,,,,,2.48,1.97,0,1.25888324873096,,,
2252,PN G031.8-01.5,283.7008,-1.6561,,,,,,,0.1,0.08,0,1.25,,,
2253,PN G032.6-01.2,283.8571,-0.8064,,,,,,,0.18,0.17,0,1.05882352941176,,,
2254,PN G031.0-02.1,283.8942,-2.6742,,,,,,,0.13,0.12,0,1.08333333333333,,,
2255,MPA J1858-1430,284.58032088308,-14.50717041188,,,,,,,3.5,2,0,1.75,,,
2256,PN G023.9-06.5,284.6367,-10.9081,,,,,,,0.12,0.1,0,1.2,,,
2257,PN G034.1-01.6,284.8575,0.2931,,,,,,,0.17,0.13,0,1.30769230769231,,,
2258,PN G034.0-02.2,285.40017,0.00306,,,,,,,0.12,0.12,0,1,,,
2259,PN G025.5-06.8,285.6562,-9.6683,,,,,,,0.18,0.18,0,1,,,
2260,MPA J1906-1634,286.63663300619,-16.56673418213,,,,,,,4.03,2.2,0,1.83181818181818,,,
2261,PN G025.1-08.4,286.8854,-10.7292,,,,,,,0.17,0.17,0,1,,,
2262,PN G032.5-05.2,287.3821,-2.7083,,,,,,,0.17,0.17,0,1,,,
2263,PN G037.6-04.7,289.2804,2.0028,,,,,,,1.27,1.07,0,1.18691588785047,,,
2264,MPA J1921+0132,290.43542,1.54453,,,,,,,0.13,0.13,0,1,,,
2265,PN G037.3-07.1,291.2404,0.6442,,,,,,,0.12,0.12,0,1,,,
2266,PN G359.3-02.8,268.8046,-30.9703,,,,,,,0.57,0.27,0,2.11111111111111,,,
2267,PN G000.0-02.1,268.5179,-29.9575,,,,,,,0.27,0.27,0,1,,,
2268,PN G358.8+03.4,262.36148417283,-28.07690731742,,,,,,,0.23,0.23,0,1,,,
2269,PN G359.5+03.5,262.7,-27.4417,,,,,,,0.27,0.27,0,1,,,
2270,PN G359.0+03.0,262.9304,-28.0997,,,,,,,0.33,0.33,0,1,,,
2271,PN G359.1+02.9,263.0729,-28.1094,,,,,,,0.3,0.17,0,1.76470588235294,,,
2272,MPA J1739-2702,264.8754,-27.0339,,,,,,,0.3,0.22,0,1.36363636363636,,,
2273,PN G001.1+02.2,264.9571,-26.8125,,,,,,,0.08,0.08,0,1,,,
2274,PN G001.9+01.9,265.6908,-26.2292,,,,,,,0.17,0.1,0,1.7,,,
2275,PN G000.9-01.0,267.9304,-28.6497,,,,,,,0.1,0.1,0,1,,,
2276,PN G002.1-01.1,268.7933,-27.6944,,,,,,,0.13,0.13,0,1,,,
2277,PN G359.5-03.7,269.8562,-31.2817,,,,,,,0.37,0.37,0,1,,,
2278,PN G000.6-03.2,269.9863,-30.0744,,,,,,,0.47,0.47,0,1,,,
2279,PN G002.0-02.4,270.0404,-28.4236,,,,,,,0.18,0.18,0,1,,,
2280,PN G000.3-03.4,270.0462,-30.3969,,,,,,,0.08,0.08,0,1,,,
2281,PN G001.8-03.2,270.7092,-29.0056,,,,,,,0.33,0.33,0,1,,,
2282,PN G000.3-04.2,270.84047246848,-30.72651109351,,,,,,,0.6,0.6,0,1,,,
2283,PN G000.3-04.2 a,270.8575,-30.7736,,,,,,,0.3,0.3,0,1,,,
2284,PN G003.6-02.8,271.2633,-27.2092,,,,,,,0.5,0.5,0,1,,,
2285,PN G003.5-02.9,271.3046,-27.3522,,,,,,,0.3,0.3,0,1,,,
2286,PN G234.3-07.2,106.0958,-22.3644,,,,,,,3.17,3.17,0,1,,,
2287,[RP2006] 295,87.09298876457,-67.9814806862,18.26,18.885,18.165,,16.8,,0.12,0.12,0,1,,,
2288,PN G101.5-00.6,332.825,55.4781,,,,,,,1.3,1.3,90,1,,,
2289,PN G047.6+01.0,288.688167,13.537472,,,,,,,0.25,0.25,90,1,,,
2290,PN G048.0-04.4,293.88375,11.354361,,,,,,,0.15,0.15,90,1,,,
2291,PN G063.5+00.0,297.860708,26.977583,,,,,,,0.13,0.13,90,1,,,
2292,PN G091.6-01.0,320.896,48.789056,,,,,,,0.32,0.32,90,1,,,
2293,PN Jo 1,325.134542,56.798222,,,,,,,0.15,0.15,90,1,,,
2294,MSX6C G037.9595+00.4535,284.752304,4.681167,,,,,,,0.24,0.24,0,1,,,
2295,PN G050.5+00.0,291.060665,15.653109,,,,,,,0.447,0.447,0,1,,,
2296,IRAS 19236+1647,291.473071,16.892097,,,17.72,18.69,,,0.1,0.1,90,1,,,
2297,PN G002.3+02.2,265.62542,-25.75797,,,,14.5,16.68,,0.15,0.15,90,1,,,
2298,[L63] 292,83.8057649380192,-70.0210983518128,18.35,18.385,16.598,15.932,14.876,,0.156667,0.156667,0,1,,,
2299,PN K 3-42,294.899104,20.317186,,,,,,,0.02,0.02,0,1,,,
2300,PN G034.8+01.3,282.5587,2.3022,,,,,,,0.303,0.303,0,1,,,
2301,UWISH2 PN 2,284.3992,2.4506,,,,,,,0.52,0.52,0,1,,,
2302,PN G035.7-01.2,285.2629,1.9578,,,,,,,0.553,0.553,0,1,,,
2303,PN G054.7+00.4,292.7946,19.485,,,,,,,0.32,0.32,90,1,,,
2304,LHA 115-N 26,12.035933,-73.248506,14.7,15.22,14.31,,14.57,,0.183,0.165,80,1.10909090909091,,,
2305,[AMB2011] HII 226,9.88125,40.82142,,,22.05,,,,0.0344,0.0344,0,1,,,
2306,[AMB2011] HII 424,9.9775,40.72967,,,22.45,,,,0.0344,0.0344,0,1,,,
2307,[AMB2011] HII 425,9.97917,40.77797,,,22.96,,,,0.0423077,0.0338453,60,1.25003176216491,,,
2308,[AMB2011] HII 447,9.99454,40.82908,,,,,,,0.050052,0.0286036,120,1.7498496692724,,,
2309,[SCM2012b] PN026,10.003592,41.069175,,,20.71,,,,0.0344,0.0344,0,1,,,
2310,[AMB2011] HII 472,10.005,41.07811,,,21.61,,,,0.0344,0.0344,0,1,,,
2311,[AMB2011] HII 483,10.01917,40.70658,,,,,,,0.046354,0.0308955,135,1.50034794711204,,,
2312,[AMB2011] HII 536,10.05625,40.92564,,,23.08,,,,0.0384592,0.0307665,45,1.25003494060098,,,
2313,[AMB2011] HII 576,10.08833,40.778,,,24.79,,,,0.0384592,0.0307665,90,1.25003494060098,,,
2314,[AMB2011] HII 585,10.09417,40.48469,,,,,,,0.053535,0.0267589,90,2.00064277679576,,,
2315,[AMB2011] HII 616,10.11042,41.07214,,,24.67,,,,0.089225,0.089225,0,1,,,
2316,[AMB2011] HII 728,10.13958,40.40211,,,24.49,,,,0.0344,0.0344,0,1,,,
2317,[AMB2011] HII 778,10.15,40.6365,,,,,,,0.0423077,0.0338453,30,1.25003176216491,,,
2318,[AMB2011] HII 792,10.15375,41.01814,,,21.32,,,,0.048633,0.0243251,165,1.99929291143716,,,
2319,[AMB2011] HII 1065,10.2575,40.40567,,,20.7,,,,0.064801,0.0323962,0,2.00026546323334,,,
2320,[AMB2011] HII 1163,10.31167,40.88903,,,23.58,,,,0.03784,0.03784,0,1,,,
2321,[AMB2011] HII 1170,10.31958,40.79628,,,,,,,0.0344,0.0344,0,1,,,
2322,[AMB2011] HII 1177,10.325,40.89339,,,21.95,,,,0.0344,0.0344,0,1,,,
2323,[AMB2011] HII 1353,10.39292,40.99578,,,21.26,,,,0.0344,0.0344,0,1,,,
2324,[AMB2011] HII 1363,10.40667,41.19511,,,23.09,,,,0.0384592,0.0307665,45,1.25003494060098,,,
2325,[AMB2011] HII 1372,10.41292,40.96383,,,22.01,,,,0.0384592,0.0307665,150,1.25003494060098,,,
2326,[AMB2011] HII 1380,10.42,41.16111,,,23.84,,,,0.0344,0.0344,0,1,,,
2327,[AMB2011] HII 1409,10.4425,40.88922,,,22.15,,,,0.0344,0.0344,0,1,,,
2328,[AMB2011] HII 1446,10.47667,41.33258,,,22.33,,,,0.0344,0.0344,0,1,,,
2329,[AMB2011] HII 1469,10.49042,41.16211,,,22.13,,,,0.0344,0.0344,0,1,,,
2330,[AMB2011] HII 1470,10.49167,41.20239,,,,,,,0.0421314,0.0280876,120,1.5,,,
2331,[AMB2011] HII 1472,10.49167,41.13611,,,21.15,,,,0.0344,0.0344,0,1,,,
2332,[AMB2011] HII 1475,10.49208,41.06611,,,24.23,,,,0.053535,0.0267589,105,2.00064277679576,,,
2333,[AMB2011] HII 1495,10.50625,41.12208,,,21.62,,,,0.0344,0.0344,0,1,,,
2334,[AMB2011] HII 1500,10.51292,41.56481,,,22.46,,,,0.070434,0.040248,120,1.75,,,
2335,[AMB2011] HII 1531,10.535,41.12653,,,22.24,,,,0.0344,0.0344,0,1,,,
2336,[AMB2011] HII 1581,10.565,41.06072,,,22.24,,,,0.0344,0.0344,0,1,,,
2337,[AMB2011] HII 1615,10.59125,41.56242,,,21.89,,,,0.0344,0.0344,0,1,,,
2338,[AMB2011] HII 1621,10.59583,41.38508,,,,,,,0.0344,0.0344,0,1,,,
2339,[AMB2011] HII 1622,10.59708,40.77472,,,22.4,,,,0.0344,0.0344,0,1,,,
2340,[AMB2011] HII 1697,10.65708,41.43019,,,22.73,,,,0.0344,0.0344,0,1,,,
2341,[AMB2011] HII 1715,10.66667,40.82814,,,22.03,,,,0.0344,0.0344,0,1,,,
2342,[SCM2012b] PN196,10.66875,41.59683,,,21.62,,,,0.070262,0.0401405,0,1.75040171397965,,,
2343,Ford NGC 221 13,10.6855,40.80219,,,,,,,0.0344,0.0344,0,1,,,
2344,[AMB2011] HII 1758,10.69125,41.39311,,,21.68,,,,0.0423077,0.0338453,0,1.25003176216491,,,
2345,[AMB2011] HII 1814,10.71667,41.61175,,,20.68,,,,0.0344,0.0344,0,1,,,
2346,[AMB2011] HII 1839,10.72642,40.69944,,,,,,,0.0344,0.0344,0,1,,,
2347,[AMB2011] HII 1871,10.74,41.40947,,,21.66,,,,0.0344,0.0344,0,1,,,
2348,[AMB2011] HII 1880,10.74287,41.77669,,,,,,,0.079034,0.06321,120,1.25034013605442,,,
2349,[AMB2011] HII 1944,10.76333,40.95531,,,22.99,,,,0.0344,0.0344,0,1,,,
2350,[AMB2011] HII 2026,10.7975,41.48489,,,,,,,0.050052,0.0286036,75,1.7498496692724,,,
2351,[AMB2011] HII 2049,10.80875,41.59103,,,21.17,,,,0.0344,0.0344,0,1,,,
2352,[AMB2011] HII 2120,10.84708,41.77269,,,22.68,,,,0.0344,0.0344,0,1,,,
2353,[AMB2011] HII 2278,10.9,41.51453,,,23.52,,,,0.0344,0.0344,0,1,,,
2354,[AMB2011] HII 2290,10.9075,41.53361,,,22.42,,,,0.0344,0.0344,0,1,,,
2355,[SCM2012b] PN272,10.915,41.48847,,,21.81,,23.161,,0.0423077,0.0338453,0,1.25003176216491,,,
2356,[SCM2012b] PN274,10.91708,41.60042,,,22.84,,,,0.071208,0.0356126,0,1.99951702487322,,,
2357,[SCM2012b] PN282,10.9675,41.65808,,,24.2,,22.47,,0.0344,0.0344,0,1,,,
2358,[AMB2011] HII 2499,10.97917,41.43461,,,21.93,,,,0.0344,0.0344,0,1,,,
2359,[AMB2011] HII 2523,10.99038,41.54297,,,,,,,0.0344,0.0344,0,1,,,
2360,[AMB2011] HII 2749,11.06292,41.48517,,,23.51,,,,0.074949,0.059942,0,1.25035868005739,,,
2361,[AMB2011] HII 2897,11.10667,41.45092,,,24.39,,,,0.107285,0.061318,0,1.74964936886396,,,
2362,[AMB2011] HII 3138,11.18542,41.73686,,,22.8,,,,0.074648,0.049751,165,1.50043215211755,,,
2363,[SCM2012b] PN327,11.21167,42.08511,,,22.1,,,,0.0344,0.0344,0,1,,,
2364,[SCM2012b] PN333,11.25042,41.612,,,21.76,,22.566,,0.0344,0.0344,0,1,,,
2365,[SCM2012b] PN340,11.33792,41.86886,,,22.39,,23.959,,0.0384592,0.0307665,0,1.25003494060098,,,
2366,[SCM2012b] PN356,11.46125,42.11369,,,24.4,,25.926,,0.055083,0.0314631,45,1.75071750717507,,,
2367,[AMB2011] 23,9.87292,40.65378,,,25.01,,,,0.0344,0.0344,0,1,,,
2368,[AMB2011] 88,10.19208,41.11064,,,22.76,,,,0.0344,0.0344,0,1,,,
2369,[AMB2011] 131,10.38542,40.90761,,,21.28,,,,0.0344,0.0344,0,1,,,
2370,[AMB2011] 137,10.40458,41.00139,,,22.77,,,,0.0344,0.0344,0,1,,,
2371,[AMB2011] 145,10.4275,41.30178,,,23.69,,,,0.048633,0.0243251,75,1.99929291143716,,,
2372,[AMB2011] 152,10.44542,41.00589,,,22.54,,,,0.0384592,0.0307665,165,1.25003494060098,,,
2373,[AMB2011] 155,10.45417,41.07386,,,22.74,,,,0.0344,0.0344,0,1,,,
2374,[AMB2011] 174,10.53917,40.95322,,,22.78,,,,0.0344,0.0344,0,1,,,
2375,[AMB2011] 193,10.62333,41.06061,,,22.88,,,,0.0344,0.0344,0,1,,,
2376,[AMB2011] 196,10.63042,41.12983,,,22.11,,,,0.0344,0.0344,0,1,,,
2377,[AMB2011] 211,10.69458,40.918,,,23.47,,,,0.0384592,0.0307665,0,1.25003494060098,,,
2378,[AMB2011] 218,10.71958,40.93144,,,23.51,,,,0.0423077,0.0338453,120,1.25003176216491,,,
2379,[AMB2011] 224,10.73292,41.50211,,,23.09,,,,0.0384592,0.0307665,0,1.25003494060098,,,
2380,[SCM2012b] PN284,10.98167,41.3725,,,23.09,,22.672,,0.0344,0.0344,0,1,,,
2381,[SCM2012b] PN285,10.98625,41.70036,,,23.39,,23.748,,0.0384592,0.0307665,90,1.25003494060098,,,
2382,[SCM2012b] PN298,11.045,41.30392,,,22.62,,24.227,,0.0384592,0.0307665,60,1.25003494060098,,,
2383,[SCM2012b] PN309,11.09708,41.4925,,,22.59,,23.894,,0.0384592,0.0307665,90,1.25003494060098,,,
2384,[AMB2011] 341,11.17375,41.71731,,,24.56,,,,0.053535,0.0267589,75,2.00064277679576,,,
2385,[AMB2011] 342,11.18417,41.73464,,,22.79,,,,0.0344,0.0344,0,1,,,
2386,[AMB2011] 344,11.19708,42.04983,,,23.07,,,,0.0384592,0.0307665,90,1.25003494060098,,,
2387,[SCM2012b] PN341,11.34083,41.78069,,,23.19,,23.788,,0.0421314,0.0280876,75,1.5,,,
2388,PNS-EPN NGC3115-54,151.28708,-7.71281,,,,,,,0.0007,0.0007,0,1,,,
2389,PN G119.2+04.6,3.3908,67.3008,,,,,,,0.23,0.23,90,1,,,
2390,PN Fe 6,29.1038,65.475,,,,,,,3.15,3.15,90,1,,,
2391,PN G139.0+03.2,48.4396,61.6186,,,,,,,2.12,2.12,90,1,,,
2392,PN Ra 2,286.3017,16.2297,,,,,,,1,1,90,1,,,
2393,PN G056.1-00.4,294.3275,20.3506,,,,,,,0.78,0.78,90,1,,,
2394,PN G063.3+02.2,295.6687,27.8525,,,,,,,1.23,1.23,90,1,,,
2395,PN G059.7-01.0,296.8646,23.1378,,,,,,,0.58,0.58,90,1,,,
2396,PN G062.7+00.0,297.4204,26.2558,,,,,,,0.37,0.37,90,1,,,
2397,PN G067.5+01.8,298.4925,31.3556,,,,,,,3.8,3.8,90,1,,,
2398,PN G067.8+01.8,298.6517,31.5572,,,,,,,0.2,0.2,90,1,,,
2399,DSH J2055.4+3903,313.8633,39.0664,,,,,,,0.38,0.38,90,1,,,
2400,PN G029.5-00.2,281.56804911876,-3.10724058924,,,,,,,0.025,0.025,90,1,,,
2401,PN Fe 1,292.19583,9.57667,,,,,,,1.12,1.12,90,1,,,
2402,PN LDu 13,354.668458,61.694694,,,,,,,1.02,1.02,90,1,,,
2403,PN LDu 14,46.090417,62.300361,,,,,,,0.95,0.95,90,1,,,
2404,PN Ou 6,300.97308,35.38067,,,,,,,0.25,0.25,90,1,,,
2405,PN Ra 4,311.0542,36.1272,,,,,,,0.32,0.32,90,1,,,
2406,PN Ra 16,298.4292,20.4428,,,,,,,0.52,0.52,90,1,,,
2407,PN Ra 24,294.4167,20.5964,,,,,,,0.52,0.52,90,1,,,
2408,PN G132.8+02.0,35.18810962394,63.19283529244,,,,,,,0.5,0.5,90,1,,,
2409,PN G050.8+02.3,289.08932221504,16.94410771598,,,,,,,0.08,0.08,90,1,,,
2410,PN G064.1-00.9,299.24,26.9536,,,,,,,0.48,0.48,90,1,,,
