N,id,alpha,delta,magU,magB,magV,magR,magI,Spectral_type,diameter,minAxis,posAngle,axisRatio,Notes,Common name,Other name
1878,[RP2006] J050915-684358,77.31521,-68.73283,18.647,19.436,18.685,,,,0.11,0.11,0,1,,,
1879,[RP2006] J050915-692143,77.3155,-69.36214,,21.159,19.987,,,,0.0666667,0.0666667,0,1,,,
1880,[RP2006] J050927-692351,77.36304,-69.39758,,22.313,21.458,,,,0.166667,0.166667,0,1,,,
1881,[RP2006] J050948-690427,77.45288,-69.07442,,19.963,19.289,,18.287,,0.1,0.1,0,1,,,
1882,[RP2006] J050951-683708,77.46458,-68.61889,19.351,21.685,20.674,,,,0.075,0.075,0,1,,,
1883,[RP2006] J051006-704335,77.52583,-70.72642,,,,,,,0.0666667,0.0666667,0,1,,,
1884,[RP2006] J051010-684256,77.54196,-68.71564,16.869,17.294,17.154,,17.395,,0.166667,0.166667,0,1,,,
1885,[RP2006] J051028-695525,77.61675,-69.92378,20.604,20.057,18.775,,17.924,,0.208333,0.208333,0,1,,,
1886,[RP2006] J051059-703745,77.74933,-70.62942,,20.181,20.07,,20.353,,0.0783333,0.0783333,0,1,,,
1887,[RP2006] J051126-685715,77.86133,-68.95431,,,,,,,0.0666667,0.0666667,0,1,,,
1888,[RP2006] J051135-681727,77.898708,-68.291028,17.253,18.202,18.423,16.55,18.464,,0.1,0.1,0,1,,,
1889,[RP2006] J051144-690520,77.93629,-69.08903,,22.185,21.325,,20.633,,0.0783333,0.0783333,0,1,,,
1890,[RP2006] J051145-683109,77.9375,-68.51917,,20.428,20.293,,20.303,,0.1,0.1,0,1,,,
1891,2MASS J05114605-6930402,77.94216770862,-69.51120345153,19.17,19.553,18.301,,17.102,,0.1,0.1,0,1,,,
1892,[RP2006] J051149-675922,77.9545,-67.9895,20.241,22.061,21.451,,,,0.0666667,0.0666667,0,1,,,
1893,[RP2006] J051216-664937,78.06988,-66.82697,,20.926,19.505,,,,0.075,0.075,0,1,,,
1894,[RP2006] J051229-691402,78.12492,-69.23403,20.494,21.288,20.773,,20.474,,0.045,0.045,0,1,,,
1895,[RP2006] J051232-690452,78.13604,-69.08133,,20.393,19.242,,18.48,,0.166667,0.166667,0,1,,,
1896,[RP2006] J051241-683332,78.17288,-68.55906,20.097,20.883,20.513,,19.813,,0.07,0.07,0,1,,,
1897,[RP2006] J051304-685812,78.26808,-68.97014,,21.048,20.472,,20.446,,0.11,0.11,0,1,,,
1898,[RP2006] J051324-684315,78.35358,-68.72103,20.967,20.486,20.213,,19.847,,0.075,0.075,0,1,,,
1899,[RP2006] J051331-693025,78.38146,-69.50697,,,,,,,0.06,0.06,0,1,,,
1900,[RP2006] J051357-682507,78.48775,-68.41875,20.837,20.338,19.606,,,,0.1,0.1,0,1,,,
1901,[RP2006] J051402-701532,78.50875,-70.259,19.763,21.176,20.716,,20.651,,0.0766667,0.0766667,0,1,,,
1902,2MASS J05140465-7037517,78.51942,-70.63103,18.329,18.242,17.541,,17.216,,0.0883333,0.0883333,0,1,,,
1903,[RP2006] J051412-705533,78.55075,-70.92592,,21.487,20.42,,20.637,,0.0833333,0.0833333,0,1,,,
1904,[RP2006] J051423-683456,78.59679,-68.58233,,21.23,21.03,,20.845,,0.0666667,0.0666667,0,1,,,
1905,2MASS J05144923-6919086,78.7051846926,-69.31908417277,18.421,17.763,16.269,,15.173,,0.123333,0.123333,0,1,,,
1906,[RP2006] J051501-693219,78.75754,-69.53869,,,,,,,0.0783333,0.0783333,0,1,,,
1907,[RP2006] J051505-683655,78.77146,-68.61544,,19.989,19.466,,19.196,,0.0333333,0.0333333,0,1,,,
1908,[RP2006] J051539-691332,78.91437,-69.22561,20.136,19.952,20.084,,19.15,,0.128333,0.128333,0,1,,,
1909,[RP2006] J051549-680445,78.95746,-68.07939,,,,,,,0.103333,0.103333,0,1,,,
1910,2MASS J05155569-6845020,78.98208,-68.75058,,,,,,,0.0716667,0.0716667,0,1,,,
1911,[RP2006] J051611-692036,79.04596,-69.34347,,,,,,,0.101667,0.101667,0,1,,,
1912,EMU ES J051639.5-701411,79.16121,-70.2365,21.19,21.327,20.868,,20.192,,0.0666667,0.0666667,0,1,,,
1913,[RP2006] J051642-685541,79.17552380946,-68.92836244289,20.159,18.879,17.59,,16.448,,0.116667,0.116667,0,1,,,
1914,[RP2006] J051654-691845,79.22771,-69.31258,18.748,19.11,18.692,,18.965,,0.0883333,0.0883333,0,1,,,
1915,[RP2006] J051704-690051,79.26917,-69.01422,19.792,19.438,19.007,,18.663,,0.0933333,0.0933333,0,1,,,
1916,[RP2006] J051717-684650,79.32188,-68.78058,17.039,17.703,17.663,,17.729,,0.0633333,0.0633333,0,1,,,
1917,[RP2006] J051746-704119,79.44404,-70.68881,,20.514,19.67,,18.507,,0.1,0.1,0,1,,,
1918,[RP2006] J051823-700132,79.59942,-70.02578,,20.807,19.119,,19.113,,0.0833333,0.0833333,0,1,,,
1919,[RP2006] J051824-702142,79.60242,-70.36183,,,,,,,0.0666667,0.0666667,0,1,,,
1920,[RP2006] J051837-665645,79.655183,-66.946072,18.64,19.036,18.747,,18.906,,0.05,0.05,0,1,,,
1921,[RP2006] J051847-675739,79.69642,-67.96103,17.905,18.679,18.465,,18.407,,0.05,0.05,0,1,,,
1922,[RP2006] J051855-693559,79.73121,-69.59978,18.954,18.927,17.801,,17.282,,0.105,0.105,0,1,,,
1923,[RP2006] J051901-711535,79.7555,-71.25989,,,,,,,0.166667,0.166667,0,1,,,
1924,[RP2006] J051916-664000,79.81746,-66.66692,19.773,21.154,21.114,,,,0.0416667,0.0416667,0,1,,,
1925,[RP2006] J051916-703237,79.81812,-70.54375,19.675,19.564,18.714,,18.165,,0.0666667,0.0666667,0,1,,,
1926,[RP2006] J051918-684911,79.82758,-68.81983,,21.137,19.663,,19.109,,0.055,0.055,0,1,,,
1927,[RP2006] J051927-670544,79.86425,-67.09561,,,,,,,0.0566667,0.0566667,0,1,,,
1928,[RP2006] J051931-704351,79.88054,-70.73097,,21.421,21.172,,20.587,,0.113333,0.113333,0,1,,,
1929,[RP2006] J051958-694623,79.99179,-69.77314,,19.705,18.286,,17.49,,0.0733333,0.0733333,0,1,,,
1930,[RP2006] J052009-703223,80.04163,-70.53989,,20.476,19.928,,20.48,,0.0666667,0.0666667,0,1,,,
1931,[RP2006] J052017-695407,80.07342,-69.90214,19.068,19.503,19.031,,19.233,,0.0883333,0.0883333,0,1,,,
1932,[RP2006] J052020-683421,80.08354,-68.57253,19.587,19.667,19.589,,,,0.0433333,0.0433333,0,1,,,
1933,[RP2006] 1466,80.14451140807,-68.58837771344,16.274,17.439,17.33,16.85,16.948,,0.101667,0.101667,0,1,,,
1934,[RP2006] J052049-693413,80.20554,-69.57031,,,,,,,0.05,0.05,0,1,,,
1935,[RP2006] J052052-695002,80.219,-69.83394,19.93,19.271,18.087,,17.156,,0.1,0.1,0,1,,,
1936,[RP2006] J052059-694749,80.24833,-69.79717,19.009,19.05,18.786,,18.747,,0.155,0.155,0,1,,,
1937,2MASS J05210072-6949088,80.25304,-69.81914,18.52,19.364,18.27,,17.597,,0.07,0.07,0,1,,,
1938,[RP2006] J052114-693621,80.30987,-69.60594,19.787,20.045,18.496,,17.832,,0.1,0.1,0,1,,,
1939,[RP2006] J052114-700745,80.30987,-70.12936,19.809,19.693,19.246,,,,0.0666667,0.0666667,0,1,,,
1940,[RP2006] J052115-684823,80.31417,-68.80653,,21.05,21.007,,,,0.0333333,0.0333333,0,1,,,
1941,[RP2006] J052133-704548,80.38796,-70.76342,,,,,,,0.111667,0.111667,0,1,,,
1942,[RP2006] J052147-694315,80.44815739079,-69.72099235217,15.139,15.884,15.927,,15.791,,0.28,0.28,0,1,,,
1943,[RP2006] J052152-691043,80.47079,-69.17875,18.978,18.991,18.511,,18.034,,0.0666667,0.0666667,0,1,,,
1944,[RP2006] J052158-685859,80.49512697404,-68.98270292454,19.605,19.2,18.5,,18.046,,0.116667,0.116667,0,1,,,
1945,[RP2006] J052217-664350,80.57492,-66.73081,21.159,21.398,21.279,,,,0.158333,0.158333,0,1,,,
1946,[RP2006] J052218-680239,80.57756627859,-68.04425480531,17.661,18.277,17.826,,17.069,,0.0666667,0.0666667,0,1,,,
1947,[RP2006] J052218-694945,80.57887,-69.82925,,,,,,,0.0783333,0.0783333,0,1,,,
1948,[RP2006] J052221-700013,80.5885,-70.00386,20.691,20.189,19.455,,18.882,,0.07,0.07,0,1,,,
1949,[RP2006] J052238-700420,80.66221,-70.07222,18.393,18.619,18.249,,18.664,,0.0783333,0.0783333,0,1,,,
1950,[RP2006] J052238-675508,80.66239188813,-67.91920606374,15.559,16.198,15.865,,15.417,,0.1,0.1,0,1,,,
1951,[RP2006] J052252-683805,80.71992,-68.63478,20.34,20.674,20.24,,20.177,,0.07,0.07,0,1,,,
1952,EMU ES J052307.2-694006,80.77938,-69.66792,18.874,19.436,18.81,,18.885,,0.125,0.125,0,1,,,
1953,2MASS J05231132-6949291,80.79717,-69.82475,19.829,20.061,20.102,,18.496,,0.13,0.13,0,1,,,
1954,[RP2006] J052321-701305,80.84033,-70.21806,20.211,19.954,18.976,,18.153,,0.0566667,0.0566667,0,1,,,
1955,[RP2006] J052352-692309,80.97037,-69.386,,19.192,18.441,,18.198,,0.15,0.15,0,1,,,
1956,[RP2006] J052400-682731,81.00033,-68.45872,19.652,19.503,18.885,,17.834,,0.055,0.055,0,1,,,
1957,[RP2006] J052404-663502,81.0185,-66.58414,20.31,21.066,20.404,,20.969,,0.0716667,0.0716667,0,1,,,
1958,EMU ES J052410.0-693813,81.04217,-69.63661,15.015,16.564,16.015,,16.311,,0.201667,0.201667,0,1,,,
1959,[RP2006] J052418-691813,81.07721,-69.30372,19.539,19.964,20.169,,20.136,,0.0666667,0.0666667,0,1,,,
1960,[RP2006] J052421-670516,81.08888,-67.08789,,,,,,,0.045,0.045,0,1,,,
1961,[RP2006] J052449-701034,81.20713,-70.17636,19.301,19.305,18.163,,17.585,,0.111667,0.111667,0,1,,,
1962,[RP2006] J052514-694949,81.30912,-69.83039,,,,,,,0.168333,0.168333,0,1,,,
1963,2MASS J05254130-6847466,81.42208,-68.79628,19.114,18.67,17.584,,16.732,,0.08,0.08,0,1,,,
1964,2MASS J05262607-7007543,81.608633,-70.131767,,20.458,19.915,,19.598,,0.0666667,0.0666667,0,1,,,
1965,[RP2006] J052626-700805,81.60954,-70.13475,19.81,19.345,18.372,,17.695,,0.156667,0.156667,0,1,,,
1966,[RP2006] J052628-665621,81.62037,-66.93931,,,,,,,0.09,0.09,0,1,,,
1967,[RP2006] J052637-684034,81.65471,-68.67622,18.601,19.095,18.936,,19.258,,0.2,0.2,0,1,,,
1968,[RP2006] J052647-675035,81.69971,-67.84331,,21.36,20.61,,,,0.0566667,0.0566667,0,1,,,
1969,[RP2006] J052721-700235,81.83829,-70.04331,19.227,21.004,19.937,,19.502,,0.0683333,0.0683333,0,1,,,
1970,[RP2006] J052809-695032,82.03875,-69.84228,20.329,19.423,19.096,,17.68,,0.0783333,0.0783333,0,1,,,
1971,[RP2006] J052830-694814,82.12817,-69.804,19.961,19.134,19.363,,18.683,,0.133333,0.133333,0,1,,,
1972,[RP2006] J052844-695422,82.18375,-69.90617,,18.115,16.846,,15.108,,0.09,0.09,0,1,,,
1973,[RP2006] J052846-665440,82.19636541215,-66.91126322342,19.318,18.642,17.65,,16.534,,0.133333,0.133333,0,1,,,
1974,[RP2006] J052905-694657,82.27108,-69.78261,18.838,18.63,17.619,,16.681,,0.0766667,0.0766667,0,1,,,
1975,[RP2006] J052913-694428,82.30771,-69.74111,18.983,18.474,18.649,,18.554,,0.0566667,0.0566667,0,1,,,
1976,[RP2006] J052914-695829,82.31083,-69.97492,19.45,19.473,18.414,,18.256,,0.123333,0.123333,0,1,,,
1977,[RP2006] J052933-694531,82.39125,-69.75861,20.087,19.488,19.069,,18.298,,0.0566667,0.0566667,0,1,,,
1978,[RP2006] J052937-664216,82.408,-66.70469,,,,,,,0.0733333,0.0733333,0,1,,,
1979,[RP2006] J052946-664130,82.44167,-66.69175,,,,,,,0.0716667,0.0716667,0,1,,,
1980,[RP2006] J052946-700735,82.44525,-70.12644,,20.164,19.127,,18.97,,0.0783333,0.0783333,0,1,,,
1981,[RP2006] J053013-690050,82.55467,-69.01389,21.268,21.197,20.781,,,,0.0666667,0.0666667,0,1,,,
1982,[RP2006] J053022-705848,82.59488,-70.98014,,20.038,19.857,,19.972,,0.0833333,0.0833333,0,1,,,
1983,[RP2006] J053043-701515,82.67954,-70.25428,,18.721,17.621,,16.971,,0.123333,0.123333,0,1,,,
1984,[RP2006] J053044-683853,82.68333,-68.64822,18.914,19.982,18.971,,20.318,,0.1,0.1,0,1,,,
1985,[RP2006] 701,82.73921,-69.81686,,,,,,,0.138333,0.138333,0,1,,,
1986,[RP2006] 700,82.87292,-69.84511,,19.353,18.758,,17.927,,0.106667,0.106667,0,1,,,
1987,[RP2006] 896,82.89312,-68.87939,19.84,20.624,19.79,,,,0.12,0.12,0,1,,,
1988,[RP2006] J053143-672132,82.92946,-67.359,20.393,20.184,19.339,,18.724,,0.0333333,0.0333333,0,1,,,
1989,[RP2006] 748,82.94638,-69.76233,,20.065,19.13,,18.224,,0.0783333,0.0783333,0,1,,,
1990,[RP2006] J053148-672108,82.95046,-67.35231,,,,,,,0.0566667,0.0566667,0,1,,,
1991,[RP2006] 789,83.14825,-69.42836,18.73,18.716,18.476,,18.578,,0.0666667,0.0666667,0,1,,,
1992,[RP2006] J053252-701935,83.21829,-70.32639,20.943,21.143,20.748,,,,0.0833333,0.0833333,0,1,,,
1993,[RP2006] J053254-704146,83.22846,-70.69622,19.52,20.929,19.16,,,,0.0916667,0.0916667,0,1,,,
1994,[RP2006] J053308-664806,83.28638,-66.80175,20.196,20.369,19.444,,,,0.333333,0.333333,0,1,,,
1995,[RP2006] 907,83.700075,-68.809922,17.512,18.656,18.68,17.89,18.645,,0.1,0.1,0,1,,,
1996,[RP2006] 691,83.85822238542,-69.9894896562,21.05,21.249,16.65,,20.744,,0.121667,0.121667,0,1,,,
1997,[RP2006] J053549-665905,83.95829,-66.98489,,21,20.394,,,,0.133333,0.133333,0,1,,,
1998,[RP2006] J053713-673415,84.30542,-67.57089,,22.363,21.592,,20.033,,0.0583333,0.0583333,0,1,,,
1999,[RP2006] J053717-675233,84.3245,-67.87611,18.946,19.775,19.572,,19.613,,0.116667,0.116667,0,1,,,
2000,[RP2006] J053745-671153,84.44016008113,-67.1981161597,,,,,,,0.0583333,0.0583333,0,1,,,
2001,[RP2006] J053836-701225,84.65129,-70.20697,,,,,,,0.05,0.05,0,1,,,
2002,[RP2006] J053916-683527,84.818708,-68.590806,18.245,18.983,18.544,18.63,18.206,,0.0666667,0.0666667,0,1,,,
2003,[RP2006] J053922-703124,84.8435,-70.52333,,,,,,,0.2,0.2,0,1,,,
2004,[RP2006] 142,84.89525,-70.10364,20.885,21.467,20.726,,,,0.0833333,0.0833333,0,1,,,
2005,[RP2006] J053935-704726,84.89775,-70.79081,20.611,20.581,20.181,,19.744,,0.166667,0.166667,0,1,,,
2006,[RP2006] J053957-672557,84.99067,-67.43261,19.602,19.684,19.39,,19.489,,0.15,0.15,0,1,,,
2007,[RP2006] J054153-710415,85.47463,-71.07086,,,,,,,0.09,0.09,0,1,,,
2008,[RP2006] J054206-703026,85.526,-70.50725,,,,,,,0.166667,0.166667,0,1,,,
2009,[RP2006] J054206-665710,85.52696,-66.95292,,20.625,20.578,,20.434,,0.0766667,0.0766667,0,1,,,
2010,[RP2006] J054221-705708,85.58767,-70.95225,19.61,22.592,21.475,,,,0.123333,0.123333,0,1,,,
2011,[RP2006] 188,85.63638,-69.67328,,,,,,,0.1,0.1,0,1,,,
2012,[RP2006] J054322-670756,85.844,-67.13225,,,,,,,0.133333,0.133333,0,1,,,
2013,[RP2006] 254,85.90736073957,-69.33617204582,17.01,17.52,17.08,,,,0.191667,0.191667,0,1,,,
2014,[RP2006] 202,86.07979,-69.20214,19.684,19.465,19.221,,19.039,,0.0666667,0.0666667,0,1,,,
2015,[RP2006] J054431-673151,86.13187,-67.53092,,,,,,,0.095,0.095,0,1,,,
2016,[RP2006] J054501-673034,86.25683,-67.50944,,,,,,,0.183333,0.183333,0,1,,,
2017,[RP2006] J054512-705905,86.30221,-70.98486,,20.488,20.248,,19.9,,0.133333,0.133333,0,1,,,
2018,[RP2006] J055059-695824,87.74938,-69.97347,18.846,19.987,19.855,,,,0.09,0.09,0,1,,,
2019,MPA J0639-0554,99.9921,-5.9158,,,,,,,0.17,0.17,0,1,,,
2020,PN G215.7-03.9,100.5767,-4.2969,,,,,,,14.8,9.33,0,1.58628081457663,,,
2021,MPA J0649-1816,102.2612,-18.2772,,,,,,,0.2,0.15,0,1.33333333333333,,,
2022,PN G234.9-09.7,104,-23.9469,,,,,,,2.83,2.83,0,1,,,
2023,BMP J0705-2528,106.43973275446,-25.48044203576,,,,,,,2.07,0.75,0,2.76,,,
2024,MPA J0713-0405,108.4496,-4.0856,,,,,,,1.13,0.97,0,1.16494845360825,,,
2025,PN G219.5+02.8,108.4625,-4.5475,,,,,,,2.37,1.83,0,1.29508196721311,,,
2026,BMP J0715-2805,108.75948951872,-28.09559101893,,,,,,,0.32,0.32,0,1,,,
2027,PN G223.1+01.4,108.885,-8.4469,,,,,,,0.5,0.47,0,1.06382978723404,,,
2028,BMP J0733-3108,113.3503984634,-31.13459852686,,,,,,,11.62,8.2,0,1.41707317073171,,,
2029,BMP J0736-0500,114.0962,-5.0056,,,,,,,1.47,0.92,0,1.59782608695652,,,
2030,PN G237.6-00.1,114.527287,-21.925361,,,,,,,0.17,0.17,0,1,,,
2031,PN G231.1+03.9,114.96065707614,-14.30718844557,,,,,,,2.55,2.5,0,1.02,,,
2032,PN G245.0+02.2,120.9758,-27.1006,,,,,,,3.83,3.17,0,1.20820189274448,,,
2033,BMP J0815-4053,123.986879702759,-40.8855129836831,,,,,,,6.78,4.08,0,1.66176470588235,,,
2034,PN G250.5+01.9,124.0867,-31.85,,,,,,,0.73,0.73,0,1,,,
2035,PN G254.1+00.5,125.21,-35.6003,,,,,,,0.2,0.17,0,1.17647058823529,,,
2036,PN G265.8-05.2,127.9025,-48.5231,,,,,,,0.15,0.13,0,1.15384615384615,,,
2037,PN G276.1-11.9,128.78039698629,-60.66186816485,,,,,,,0.35,0.28,0,1.25,,,
2038,PN G265.5-02.6,130.7496,-46.6903,,,,,,,0.13,0.13,0,1,,,
2039,PN G266.9-03.5,130.9737,-48.3561,,,,,,,0.27,0.17,0,1.58823529411765,,,
2040,PN G250.6+09.3,131.157703436938,-27.6207195547564,,,,,,,2,1.97,0,1.01522842639594,,,
2041,FP J0904-4023,136.0096,-40.3722,,,,,,,8.17,8.17,0,1,,,
2042,FP J0911-4051,137.94018038419,-40.8662408928,,,,,,,2.5,1.67,0,1.49700598802395,,,
2043,PN G274.8-04.2,138.3358,-54.76,,,,,,,0.12,0.12,0,1,,,
2044,PN G265.6+09.5,143.0746,-38.4581,,,,,,,0.1,0.1,0,1,,,
2045,PN G280.1-05.1,144.1817,-59.0881,,,,,,,2.3,2.18,0,1.05504587155963,,,
2046,PN G280.9-05.3,145.1096,-59.7622,,,,,,,0.13,0.12,0,1.08333333333333,,,
2047,MPA J0954-5026,148.6563,-50.4492,,,,,,,0.18,0.17,0,1.05882352941176,,,
2048,PN G284.0-04.7,150.7637,-61.2411,,,,,,,1.18,1.02,0,1.15686274509804,,,
2049,MPA J1008-5202,152.1267,-52.0378,,,,,,,0.22,0.22,0,1,,,
2050,MPA J1029-6014,157.28279,-60.23444,,,,,,,1.42,0.9,0,1.57777777777778,,,
2051,PN G289.4-03.8,161.5987,-63.4525,,,,,,,0.13,0.13,0,1,,,
2052,PN G289.5-03.8,161.69075,-63.46983,,,,,,,0.12,0.1,0,1.2,,,
2053,PN G288.2+00.4,163.3833,-59.0506,,,,,,,0.17,0.17,0,1,,,
2054,[FMP2006b] Fr 2-7,163.614031874993,-70.2199755211609,,,,,,,8.6,8.23,0,1.044957472661,,,
2055,PN G290.1-02.5,164.29,-62.5611,,,,,,,0.12,0.12,0,1,,,
2056,PN G289.8+00.5,166.2033,-59.62,,,,,,,1.17,0.83,0,1.40963855421687,,,
2057,PN G289.8+00.7,166.515,-59.4278,,,,,,,0.1,0.1,0,1,,,
2058,PN G289.7+06.9,170.4717,-53.6511,,,,,,,0.15,0.1,0,1.5,,,
2059,IRAS 11260-6105,172.05362909084,-61.35082500162,,,,,,,0.12,0.12,0,1,,,
2060,PN G292.4+02.1,172.2029,-59.0447,,,,,,,0.15,0.15,0,1,,,
2061,PN G294.7-02.4,173.9433,-64.1053,,,,,,,0.2,0.17,0,1.17647058823529,,,
2062,PN G296.0-06.2,174.315,-68.1125,,,,,,,3.03,0.5,0,6.06,,,
2063,PN G294.5+02.3,176.1833,-59.4342,,,,,,,0.13,0.13,0,1,,,
2064,PN G295.6-01.5,176.2892,-63.4817,,,,,,,0.18,0.15,0,1.2,,,
2065,PN G296.7-00.2,179.4479,-62.4392,,,,,,,0.2,0.08,0,2.5,,,
2066,MPA J1205-7101,181.41680248583,-71.03245236146,,,,,,,0.22,0.22,0,1,,,
2067,BMP J1209-5553,182.371395351259,-55.8927546492844,,,,,,[WO1/2],0.35,0.18,0,1.94444444444444,,,
2068,PN G300.1+04.1,187.490086459706,-58.6516641605919,,,,,,,0.47,0.3,0,1.56666666666667,,,
2069,PN G301.1-00.4,188.8392,-63.3003,,,,,,,0.12,0.08,0,1.5,,,
2070,PN G301.3+09.0,190.1846,-53.7906,,,,,,,0.18,0.12,0,1.5,,,
2071,MPA J1242-6459,190.600892,-64.990211,,,,,,,0.17,0.17,0,1,,,
2072,PN G302.6-01.3,192.3104,-64.2408,,,,,,,0.08,0.08,0,1,,,
2073,PN G304.8-01.4,197.3787,-64.2589,,,,,,,0.17,0.13,0,1.30769230769231,,,
2074,PN G305.6-00.9,198.8767,-63.6453,,,,,,,0.1,0.1,0,1,,,
2075,PN G305.3-04.9,199.2633,-67.6861,,,,,,,0.08,0.08,0,1,,,
2076,PN G305.9-01.6,199.85,-64.3147,,,,,,,0.07,0.07,0,1,,,
2077,PN G306.4-00.8,200.7308,-63.5094,,,,,,,0.22,0.15,0,1.46666666666667,,,
2078,PN G306.6-00.7,201.07,-63.335,,,,,,,0.17,0.17,0,1,,,
2079,PN G306.7-01.5,201.6362,-64.1194,,,,,,,0.15,0.15,0,1,,,
2080,PN G307.3+02.0 a,201.8767,-60.5328,,,,,,,0.1,0.1,0,1,,,
2081,PN G307.4+00.6,202.4608,-61.8439,,,,,,,1.45,1.2,0,1.20833333333333,,,
2082,PN G307.0-02.0,202.54608,-64.64114,,,,,,,0.15,0.12,0,1.25,,,
2083,PN G307.2-05.3,204.343365837321,-67.851834966265,,,,,,,1.43,1.43,0,1,,,
2084,PN G308.1-00.5,204.4788,-62.9817,,,,,,,0.13,0.12,0,1.08333333333333,,,
2085,PN G308.8-02.0,206.6725,-64.3128,,,,,,,0.12,0.08,0,1.5,,,
2086,PN G309.8-01.6,208.59334195019,-63.62162077066,,,,,,,0.13,0.12,0,1.08333333333333,,,
2087,WRAY 15-1154,209.69029701881,-55.87966731279,,,15.5,,,,0.17,0.17,0,1,,,
2088,PN G310.0-03.1,209.9533,-65.0247,,,,,,,0.12,0.1,0,1.2,,,
2089,PN G309.6-04.8,210.1546,-66.7994,,,,,,,1.63,1.4,0,1.16428571428571,,,
2090,PN G310.8-02.3,211.1058,-64.0658,,,,,,,0.1,0.1,0,1,,,
2091,MPA J1405-5507,211.3842,-55.1289,,,,,,,0.13,0.13,0,1,,,
2092,PN G313.3+03.0,212.985,-58.1978,,,,,,,0.1,0.1,0,1,,,
2093,PN G314.4+01.3,215.9987,-59.3939,,,,,,,0.15,0.13,0,1.15384615384615,,,
2094,PN G313.8-01.7,217.2117,-62.5703,,,,,,,0.12,0.1,0,1.2,,,
2095,PN G316.0+02.9,217.6042,-57.3628,,,,,,,0.15,0.1,0,1.5,,,
2096,PN G314.0-02.1,217.7192,-62.8544,,,,,,,0.08,0.08,0,1,,,
2097,PN G317.8+05.2,219.1192,-54.4986,,,,,,,0.2,0.18,0,1.11111111111111,,,
2098,PN G316.7+01.6,219.85433971281,-58.26712476879,,,,,,,0.08,0.08,0,1,,,
2099,PN G316.9+01.8,220.114296,-58.038836,,,,,,,0.2,0.18,0,1.11111111111111,,,
2100,PN G315.7-01.1,220.384083,-61.238339,,,,,,,0.12,0.1,0,1.2,,,
2101,PN G313.8-05.7,220.6942,-66.2506,,,,,,,1.95,1.47,0,1.3265306122449,,,
2102,PN G320.7+04.2,224.25952804872,-54.23280601702,,,,,,,0.68,0.62,0,1.09677419354839,,,
2103,PN G321.4+02.6,226.77456402731,-55.28022599606,,,,,,,0.12,0.1,0,1.2,,,
2104,MPA J1508-6455,227.02698131048,-64.93022181913,,,,,,,0.25,0.25,0,1,,,
2105,PN G325.9+09.4,227.43512701778,-47.11878838965,,,,,,,0.27,0.2,0,1.35,,,
2106,PN G319.0-02.7,227.8385,-61.14794,,,,,,,0.1,0.1,0,1,,,
2107,PN G319.3-02.6,228.4021,-60.8678,,,,,,,0.15,0.13,0,1.15384615384615,,,
2108,PN G324.9+06.5,228.4925,-50.1678,,,,,,,0.45,0.45,0,1,,,
2109,PN G322.5+01.5,229.3529,-55.6397,,,,,,,0.33,0.18,0,1.83333333333333,,,
2110,PN G323.1+01.6,230.1242,-55.2953,,,,,,,0.12,0.1,0,1.2,,,
2111,PN G319.5-04.1,230.319529,-62.059261,,,,,,,0.13,0.13,0,1,,,
2112,PN G321.2-01.9,230.74258930787,-59.29565925601,,,,,,,0.1,0.1,0,1,,,
2113,BMP J1522-5729,230.745821,-57.499886,,,,,,,0.22,0.18,0,1.22222222222222,,,
2114,PN G322.4-00.1 a,230.8437,-57.18,,,,,,,0.58,0.1,0,5.8,,,
2115,PN G323.5+01.1,231.2754,-55.4728,,,,,,,0.32,0.17,0,1.88235294117647,,,
2116,PN G326.6+05.7,231.3087,-49.9614,,,,,,,0.38,0.35,0,1.08571428571429,,,
2117,PN G324.1-01.3,234.79483,-57.16372,,,,,,,0.18,0.13,0,1.38461538461538,,,
2118,PN G321.4-05.1,234.96818450672,-61.7895773487,,,,,,,0.13,0.12,0,1.08333333333333,,,
2119,PN G329.9+03.7,237.217192,-49.613408,,,,,,,0.18,0.18,0,1,,,
2120,PN G327.1-02.0,239.7962,-55.8717,,,,,,,0.25,0.15,0,1.66666666666667,,,
2121,PN G327.3-02.2,240.28,-55.8892,,,,,,,0.08,0.08,0,1,,,
2122,PN G327.2-02.5,240.44837694525,-56.14045449786,,,,,,,0.2,0.15,0,1.33333333333333,,,
2123,PN G327.3-02.5,240.5296,-56.0617,,,,,,,0.28,0.28,0,1,,,
2124,PN G327.5-02.2,240.54662214412,-55.72514279573,,,,,,,0.53,0.53,0,1,,,
2125,PN G327.4-02.5,240.735,-56.05,,,,,,,0.25,0.22,0,1.13636363636364,,,
2126,PN G328.1-01.9,240.98243061248,-55.08869884846,,,,,,,1.5,1.5,0,1,,,
2127,PN G329.5-00.8,241.40587,-53.33167,,,,,,,0.13,0.1,0,1.3,,,
2128,PN G329.1-01.4,241.661529,-54.122483,,,,,,,0.13,0.13,0,1,,,
2129,PN G325.8-05.4,242.03983,-59.22794,,,,,,,0.17,0.15,0,1.13333333333333,,,
2130,PN G333.7+03.2,242.0525,-47.4967,,,,,,,0.2,0.18,0,1.11111111111111,,,
2131,PN G336.5+05.5,242.80376470897,-43.93942863466,,,,,,,0.28,0.28,0,1,,,
2132,PN G334.0+02.4,243.16846007675,-47.8370435884,,,,,,,0.23,0.18,0,1.27777777777778,,,
